question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 11,"11
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Activity 4.3
Instructions:
This activity will test your knowledge in network hardware and how its functions. 
Read the scenario in the last column and write the correct corresponding network 
hardware in the answer column. The first column has the possible network 
hardware which are mismatched to guide your answers.
Material Needed:
• Exercise book
• Pen or Pencil
• Ruler
Network 
Hardware
Answer Scenario
I am a traffic controller, and my job is to manage the flow 
of cars coming from different directions to ensure each 
car reaches its correct destination without getting stuck 
or crashing into another car. Which hardware device is 
this?
Imagine you have two tin cans connected by a string, 
and you are talking to a friend through them. The string 
carries the sound from one can to the other, allowing 
your friend to hear you. Which hardware can be 
attributed to the string?
The first hardware resource you need before you can 
setup any network.
The master computer on a network, that provide and 
receive services is?
Imagine you are in a large building with many rooms, 
and you need to send a letter from one room to another. 
The postal worker knows exactly which room each letter 
should go to. When you hand over your letter, the postal 
worker reads the address and delivers it to the correct 
room through the quickest and most efficient path.
This device is like a translator for your computer in a 
school network. Imagine your computer is a student 
trying to communicate with other students (computers) 
in the school (network). Which device is this?
A
B
C
E
F
D"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 12,"12
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Activity 4.4
In this activity, create a presentation slide on the following information:
1. Research for different definitions of computer networks.
2. Identify and explain at least five benefits of using computer networks
3. The functions of the following network hardware:
a. NIC,
b. Router,
c. Switch,
d. Modem and
e. WA P.
Note: Use images and videos to enhance your presentation.
4. Save your presentation as “Computer network” .
5. Deliver your presentation to the entire class for appreciation and feedback.
Classification of Network Types According to 
Area
Previously we looked at networking and its benefits in our everyday lives. This section 
covers the classification of network types according to geographical area it covers. A 
Network can be confined in a room, building(s), a locality, metropolis, continent or 
the entire world. It also discusses the comparison between the different area networks 
in terms of ranges, examples, transmission speed, fault tolerance, maintenance and 
congestion.
Network Types According to Area
Area network refers to a type of computer network that connects computers and 
devices within a specific geographic area. It can be classified into following types:
• Personal Area network (PAN)
• Local Area network (LAN)
• Metropolitan Area Network (MAN)
• Wide Area Network (W AN)"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 13,"13
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Personal Area Network (PAN)
A Personal Area Network (PAN) is a small network used to connect devices that are 
close to each other, usually within a range of just a few meters. Think of it as a way for 
your gadgets, like your phone, smartwatch, and wireless headphones, to communicate 
with each other without needing the internet or long cables.
For example, when you connect your phone to your Bluetooth speaker to play music, 
you are using a type of PAN. The connection is short-range and only for your personal 
devices, making it convenient for things like listening to music, transferring files, or 
even connecting a wireless keyboard to your computer. So, a PAN is like your own 
private network that lets your devices “talk” to each other directly and wirelessly when 
they are close by.
Figure 4.11: Personal Area Network
Local Area Network (LAN)
A local area network (LAN) consists of a collection of computers in a single building 
or building complex and covers a limited distance (typically 10m to 1km). For example, 
the computers in a school or those in a manufacturing plant might be connected by a 
LAN. A Local Area Network (LAN) is like a small community of devices that can talk to 
each other. Imagine you’re in a classroom, and everyone has their own computer. Now, 
you want to share files, play games together, or maybe even print something from the 
same printer. A LAN is what allows all these computers to connect and communicate 
with each other.
Local: This means it’s nearby, like in the same building or a few close buildings, such 
as your school or home.
Area: It covers a specific area, not too big, just like your classroom, a few rooms, or 
maybe the whole school.
Network: This is the system that connects all the devices (like computers, printers, or 
phones) so they can share information."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 14,"14
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
How It Works:
Wired Connection: In many LANs, devices are connected with cables (like Ethernet 
cables). These cables plug into a device called a router or a switch, which helps direct 
the information to where it needs to go.
Wireless Connection: Some LANs use Wi-Fi, so the devices connect without cables. 
You might already know this from how your phone or laptop connects to the internet 
at home or school.
Figure 4.12: Local Area Network
Metropolitan Area Network (MAN)
A metropolitan area network  or MAN is a computer network larger than a LAN 
but located in a single geographic area. For example, a campus, a city or a region with 
multiple cities. It can connect several LANs and is capable of spanning an area of 
between 5 to 50 km in a range. Imagine it as a network that connects multiple buildings 
or offices within a city or large campus. For example, a MAN could connect various 
school buildings across a city, allowing them to share resources like files and printers, 
and access the internet more efficiently than if they were all standalone. It’s like having 
a supercharged school network that spans the whole town.
Figure 4.13: Metropolitan Area Network"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 15,"15
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Wide Area Network (WAN)
A W AN covers a large geographical area. It can spread over a country, countries and 
continents. It can also connect small and medium networks like LANs and MANs 
using wired or wireless technologies. W ANs are mostly used in large organisations, 
businesses and institutions with various branches worldwide. The internet is essentially 
a huge international W AN.
How It Works:
Multiple LANs: A W AN is made up of several LANs connected together. Each LAN 
might be in a different location (like different offices of the same company or different 
schools in a district).
Internet: The internet itself is the biggest example of a W AN. It connects millions of 
smaller networks all over the world, allowing them to communicate with each other.
Telecommunication Lines: W ANs often use telephone lines, fibre-optic cables, or 
satellite links to connect the different LANs. This allows the data to travel long distances 
quickly.
Figure 4.14: Wide Area Network"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 16,"16
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Differences Between Different Types of Networks
The below table identifies the three different types of area networks including LAN, 
MAN and W AN and what makes them different, some of these areas will be covered in 
more detail later.
Criterion LAN MAN WAN
Area A network that 
connects devices in 
a small geographic 
range.
A network that 
connects larger 
areas than LANs, 
such as small 
towns or cities.
The network covers 
a large area such as 
a country or several 
countries.
Range 10m to 1km 5 km to 50 km Can be global
Example School network University network Internet, ATM 
network
Ownership Private Public or private Public or private
Topology Star, Bus or Ring Ring, Mesh, Hybrid Point-to-point1, Mesh
Transmission speed High Moderate Low
Fault tolerance More fault tolerance Less fault tolerance Less fault tolerance
Maintenance Easy to maintain, as 
has a less complex 
structure
More complex 
structure than 
LAN and is also 
more difficult to 
maintain.
Maintenance and 
design structure 
are more complex 
compared to LAN and 
MAN.
Congestion Less More More
Activity 4.5
This activity tests your research skills and brings out information about types of 
networks.
Instructions:
1. Select one of the following types of network areas to research:
• Local Area Network (LAN)
• Wide Area Network (W AN)
• Metropolitan Area Network (MAN)
• Personal Area Network (PAN)"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 17,"17
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
• Campus Area Network (CAN)
• Virtual Private Network (VPN)
• Storage Area Network (SAN)
2. Focus on the following areas in your research:
• Definition: What is this type of network? What are its characteristics?
• Real-life Examples : Identify at least two real-life examples where this 
network type is used.
• Suitability: Explain why this type of network is appropriate for these 
particular uses. Consider aspects such as range, speed, security, and cost.
• Technological Components : Discuss any specific technologies, 
hardware, or software associated with this network type.
3. Create a Presentation:
Using tools like PowerPoint, Google Slides, or Canva, create a presentation 
summarizing their findings. The presentation should include:
• Introduction Slide:  Name of the network type and the student/group 
members.
• Definition Slide: A clear and concise definition of the network type.
• Example Slides: One slide per example, with details on where it’s used, 
and why it’s suitable.
• Technology Slide: Describe any key technologies involved.
• Conclusion Slide:  Su mmarise the key points and reflect on why this 
network type is important.
4. Presentation:
Present your findings to the class or share with your peers.
Activity 4.6
The diagram below shows all the area networks. Identify the location the arrow is 
pointing to and name the type of area network. Justify the reason for your choice.
Materials needed:
• Exercise book or jotter
• Pen or Pencil
Instructions:
1. Study the diagram below and identify the type of area networks."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 18,"18
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
2. Write your answer in your exercise book or jotter.
3. Submit your answer to your facilitator or share it with your peers for 
discussions.
Activity 4.7
The table below has different types of networks. Compare their range, use cases, 
data transfer speed and typical infrastructure.
Materials needed:
• Computer/Tablet or smartphone connected to the internet.
• Markers and sticky notes.
• Pen and paper.
Type of 
Network
Range Typical Use 
case
Data 
Transfer 
speed
Example Devices/
Infrastructure
PAN
LAN
MAN
WA N
Instructions:
1. Research the types of networks in the table above, their network range, use 
cases, data transfer speed and sample devices or infrastructure."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 19,"19
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
2. Discuss your findings with your peers.
3. Use your findings to fill the table provided.
4. Compare your work with other students’ or share it with your teachers.
Classification of Networks Types According to 
Architecture
Network architecture refers to how the network is designed. The architecture determines 
how the nodes are organised in a network and how tasks are allocated between these 
nodes. There are two main types of network architecture models, namely;
• Client-server and
• Peer-to-peer (P2P).
Figure 4.15: Client-server and P2P network
Client-server architecture: In this model, nodes may be servers or clients. Server 
nodes provide resources like memory, processing power and data to client nodes. They 
may also manage client node behaviour. Servers tend to be quite powerful computers, 
and there are different types of servers, including:
1. File servers - store and maintain user files
2. Applications servers - allow programs to be run over a network
3. Web servers - store and share web pages
4. Print servers - manage printing across a network
5. Mail servers - handle emails between users"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 20,"20
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Figure 4.16: Client server network
A client  is any node connected to the network that can request access to a service 
provided by a server. For example, a workstation on the network could send a request 
to a file server to access a file stored on the server. Clients can communicate with 
each other over the network. The client-server model can be found in small and large 
networks.
To summarise, client-server architecture refers to a network design where a server 
provides resources or services, and a client requests them.
Peer-to-peer architecture: Peer-To-Peer network architecture is a type of network in 
which all the computers are linked together with equal privileges and responsibilities 
for processing the data. With this model, all connected nodes have equal status - no 
connected node (called a peer) has control over the network and there is no central 
server for coordination. Each peer can act as a client or a server and may share some 
of its resources, such as memory and processing power, with the entire computer 
network. An example is a company using P2P architecture to host a memory-consuming 
application, such as a 3-D graphic rendering program, across multiple digital devices. 
The P2P model is generally found in trusting environments with less than 10 computers.
Figure 4.17: P2P Network"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 21,"21
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Comparing Client-Server to Peer-To-Peer Networks
The key difference between these two technologies is that, in a peer-to-peer network, 
every node can ask for assistance and deliver services. While in a client-server network, 
the client nodes demand services and the server node answers with assistance. The 
following table summarises the rest with respect to given criteria:
Criteria P2P Model Client-Server Model
Communication Devices communicate 
directly with each other
Devices communicate with a 
central server
Resource Sharing Nodes share resources such 
as storage, processing power, 
and bandwidth among 
themselves
Central server controls resources 
and data (All clients depend on 
the server for resources (device, 
application)
Scalability Network can easily scale up 
to accommodate more nodes
Network may require more 
resources to handle traffic
Flexibility Nodes can join and leave the 
network dynamically
Server controls client connections 
and resource access
Security More difficult to secure due 
to lack of centralised control
Easier to secure and manage with 
centralised control
Speed Slower to respond to requests 
since each node processes its 
requests
Faster to respond to requests with 
centralised control
Flexibility More flexible and cost 
effective due to resource 
sharing
Creates a single point of failure
In conclusion, whereas Client-Server network has inherent merits which make it 
suitable for specific conditions, so too has the Peer-to-Peer network. The Client-Server 
model can be useful where there is the need to have centralised management and is 
more scalable than the Peer-to-Peer model, which is suitable for scenarios where there 
is decentralisation and direct sharing of the resources. Such a distinction might help 
in choosing the right type of a network model depending on the particular need and 
demand."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 22,"22
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Activity 4.8
Your brother at a lower grade came home with an assignment with a list of 
network servers. The assignment was given to the class after a lesson in which the 
teacher mentioned the various types of servers, but did not explain them. Instead, 
he asked the children to go and find out more information about them in terms 
of functions and features. With the understanding gained so far in this section, 
conduct research on any four of the following categories of network servers and 
create a summary on the functions and the features of each and write is in a way 
that you could explain to your brother:
• File server
• Print server
• Email server
• Web server
• Database server
• Proxy server
• DNS server
• Cloud server
• Application server
Activity 4.9
Compare a client-server network to a peer-to-peer network using the criteria 
specified in the first column of the table. Present this comparison in a tabular 
form using MS Word; include a labelled diagram of each network design.
CRITERIA
(PARAMETER)
CLIENT-SERVER NETWORK PEER-TO-PEER NETWORK
Communication
Resource Sharing
Scalability
Flexibility
Security
Speed"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 23,"23
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Activity 4.10
a. Copy and complete the table below by filling in the corresponding empty cells. 
You may do it alone or together with a classmate.
NEWORK MODEL 
OR ARCHITECTURE
SCENARIO
A school with multiple offices in the same building as well as 
different buildings on campus shares one printer
Peer-to-peer (P2P)
An office with ten computers whereby each computer comes 
with at least one resource (software/hardware) that others do 
not have, as a result, the users of each of the various computer at 
a point have to fall on one another’s PC to get a given tasked or 
processing need accomplished.
Client-server
b. Create a glossary of network terminologies you came across in this section
CLOUD TECHNOLOGIES
Imagine keeping your files or documents somewhere where you can access from any 
location, whenever the need arises: Besides storing information on your computer at 
home or office, recent advancement in information technology permits you to upload it 
to a remote computer from which you can access anywhere, provided you have access 
to the Internet. You can depend on this for a storage for your digital documents or files 
even if you do not own a personal computer or run applications that are not found on 
your local computer from a remote computer. This brings us to the concept of cloud 
storage.
Cloud Networks
The term ‘cloud’ in this context refers to servers that are accessible over the Internet, 
together with the software and databases that run on those servers. Cloud servers are 
located in data centres all over the world.
In a cloud network, the user’s network is on-premises, but some or all resources used 
to manage it are in the cloud (a remote server). These resources are rented from a third-
party cloud provider (cloud vendor).
Cloud network can be described as the infrastructure that supports cloud computing 
(i.e., the delivery of various computer related services through the Internet). It involves"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 24,"24
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
a network of remote servers hosted on the Internet to store, manage and process 
data, rather than a local server or a personal computer. Subscribers require Internet 
connection to enable them access to cloud resources.
A cloud network can employ a client-server architecture. In this model, the cloud 
acts as the server that provides resources and services, whereas the clients (which can 
be end-user devices like computers, smartphones, etc.) request and consume these 
services. The cloud-based services delivery ensures that, clients can access resources 
on-demand via the Internet.
The client-server architecture in a cloud environment is designed to:
• Be easily scalable and efficient.
• Allow for a robust network that can handle varying workloads.
• Provide services to a large number of clients simultaneously.
With cloud networking, an organisation can shift its network management, control 
and data connectivity from on-premises to a cloud infrastructure. Cloud networking 
allows organisations to create complex networks using only the Internet. The figure 
below (4.18) illustrates the general concept of cloud networking:
Figure 4.18: Cloud networking
Classification of Cloud Computing: By service, cloud computing is usually classified 
as:
• Infrastructure as a Service (IaaS): A foundational (base) cloud service layer that 
allows organisations to rent IT infrastructure such as storage space (hard disks), 
servers, OS, and networks from a cloud provider or vendor.
• Platform as a Service (PaaS): This is a layer that rides on top of IaaS, and provides 
the ability to run application software; Users or subscribers can use it to build user-
level tools and application software.
• Software as a Service (SaaS):  This is a layer on top of PaaS, and allows users to 
run or use cloud-based apps remotely over the Internet. For instance, Office 365 
together with OneDrive is one of the world’s most popular SaaS."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 25,"25
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Differences Between Cloud Computing and Traditional 
Computing
Cloud computing and the traditional (conventional) computing differ in various ways. 
These differences have been summarised in the table below:
Criteria Cloud Computing Traditional Computing
Model Subscription – monthly cost Up-front infrastructure costs
Scalability Can easily increase or reduce 
services when the need arises.
Scaling up often requires new 
hardware and/or software.
Data Access Data can be accessed anywhere 
provided there is Internet 
connection.
Can only access data on-site. 
Internet access is not required.
Cost Lower expenses but includes 
monthly fees.
High initial costs
Maintenance Responsibility lies with cloud 
service providers. Data backups 
can be done automatically at 
frequent intervals.
Companies have to recruit and 
pay local IT staff to manage the 
data, including data backups.
Security Involves sharing sensitive data 
with a third-party provider, which 
raises concerns about data security 
and privacy.
It however has the advantages of 
robust and tested disaster recovery 
solutions to ensure applications 
and data are available in the event 
of outages or disruption.
Can offer a high level of data 
security if access and transfer 
of sensitive data stored on-site 
is controlled by the company 
using security measures such as 
firewalls and encryption. Does not 
offer convenience means of data 
backup and restoration
A cloud network infrastructure offers a flexible, scalable, and cost-effective solution for 
modern businesses. However, traditional on-site network infrastructure is not without 
merit. For example, in some instances, it can offer more robust security measures.
Use the following link or scan the QR code to watch a YouTube video for further 
explanation of the concept of cloud computing: https://www.youtube.com/
watch?v=M988_fsOSWo."
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 26,"26
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
Activity 4.11
Research and discuss with your colleagues on cloud computing; take into 
consideration the following aspects:
• Infrastructure (components)
• Services
• Advantages
• Disadvantages
Instructions:
1. You may make use of the Internet and/or resource persons such as your ICT 
teacher, website designer or other relevant persons to aid your investigation.
2. Summarise your result using MS Word or pen and paper.
3. Show it to your ICT teacher or a known IT expert for verification.
Activity 4.12
Assume your older brother runs a photo studio in an in-house network storage 
environment, but with the knowledge gained so far, you have realised it would be 
better if he switches to a cloud-based network storage system. Write a business 
case proposal of at least one-page to your brother, outlining the reasons why 
you consider a cloud-based storage or network a better option. Your proposal 
should compare the two options in terms of merits and demerits to justify your 
recommendation.
Instructions:
1. You may use the Internet, relevant books from your school library or a library 
close to you or a resource person to gather required information.
2. Make your notes with pen and paper or type it with MS Word and print it out.
3. Show your final write-up to your teacher or ICT expert for verification.
4. Edit your findings if necessary.
5. Show the verified finding to a classmate (in place of your brother) and explain 
it to them.
Activity 4.13
A business uses a client-server architecture for their computer network but 
wishes to transfer its network to a cloud environment. With at least one of your"
Explain key concepts from ICT_LM_FINAL_SECTION_4-LV - Page 27,"27
GUIDED AND UNGUIDED NETWORK SYSTEMSSECTION4
classmates, investigate what processes would be involved (including costs) for 
this migration.
Instructions:
1. You may make use of the Internet and/or resource persons such as your ICT 
teacher, website designer or other relevant persons to aid your investigation.
2. Create a report that summarises the findings of your investigation using MS 
Word - Include diagrammatic illustrations and description of how a cloud 
network works.
3. Present the report to your IT teacher or expert for assessment.
4. Present the verified report to a classmate (in place of the business owner).
Activity 4.14
Investigate how cloud networks evolved over the past 20 years. Use MS Word or 
pen and paper to create a timeline to show the main markers or indicators in this 
development.
Instructions:
1. The Internet can be a great source of information for this research. For 
instance, to search for information on how cloud networks evolved over the 
past 20 years, you can use the following steps:
• With your connected to the Internet, open the browser
• Lauch a search engine such as Google by typing www.google.com in the 
address bar of the browser
• Type a keyword such as “evolution of cloud networks” in the search box 
and click the search button
• Click the various relevant hyperlinks that show up and extract the required 
information
2. Compile and edit the information gathered using pen and paper or MS Word
3. Present your write-up to your ICT teacher or an ICT resource person for 
verification
4. Share the final work with your colleagues or class mates
5. Add the new terminologies introduced in this section to your computer 
network glossary.
Instructions:
Your glossary should be in the format shown in the sample below:"
