question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 11,"10
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Activity 3.2
Materials: Notebook or jotter or a piece of paper, pen, ruler.
Instructions: In your group, create a timeline of the evolution of the internet. 
The table below, provides some key dates. Use these dates as a guide to research 
and add their corresponding activities. Surf the internet with the dates given for 
more information.
Dates Activities
1960 The establishment of the Advanced Research Projects Agency Network 
(ARPANET)
1970
1971
1983
1989
1991
2000s Broadband mobile internet 
2010s
2020s 5G and Internet of Things (IoTs)
Follow the steps below:
Step 1
Draw a two-column table with the headings: Dates and Activities
Step 2
Write the dates shown in the table above in the first columns of your table
Step 3
Search for the corresponding activities to the dates you copied (You can search 
for it online)
Step 4
Compare your work with your colleagues and submit it to your teacher for a class 
discussion."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 12,"11
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
ADVANTAGES AND DISADVANTAGES OF THE 
INTERNET
Advantages of the use of the internet
1. The internet helps in getting information faster with the help of search engines. 
2. The internet makes it easy to connect with others through email, social media, and 
video conferencing applications.
3. It enables many more people to be able to work from home or have a virtual office.
4. The internet makes it easier for people to buy goods and services with e-commerce 
websites from the comfort of their own home. Examples include; groceries, clothes, 
household items, and much more.
5. The Internet of Things makes our lives easier and more efficient. Everyday objects 
like lights, heating and security systems can be connected to the internet. This 
means you can control them remotely without having to do everything manually. 
For example, you can turn on the lights in your house before you even get home 
using an app on your smartphone.
6. The internet provides a diverse array of options for leisure and amusement. From 
streaming movies and TV shows on platforms like Netflix to gaming communities 
and social media platforms, the internet offers endless opportunities to keep people 
entertained.
7. The internet provides a range of education resources and tools such as online 
courses, videos, tutorials, and FAQs. There are also websites where you can ask 
questions and get answers from experts. It is like having a whole library at your 
fingertips! This ready access to information and training has empowered learners 
across the world.
8. The internet provides a source of income for many people. There are many 
e-commerce businesses which employ people with a range of skills, from web 
designers to delivery drivers. The internet enables freelancers to find work 
globally, entrepreneurs to start new e-commerce businesses, and content creators 
to monetise their blogs, videos, and social media. 
9. The internet provides online banking services that allows users to manage their 
financial affairs. For example, paying someone by a bank transfer from the comfort 
of your own home.
Disadvantages of the use of the internet
1. Time wastage, addiction and distractions: 
• Most internet users waste a lot of time on social networking and other websites 
while doing nothing productive. 
• Users can become addicted to these online services which diverts users from 
other productive pursuits in their lives."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 13,"12
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
• It can also negatively impact workplace productivity. Students can get 
disconnected from their studies, which can negatively impact their education. 
2. Lack of content control: 
• The vastness of the WWW means there is an abundance of content, both good 
and bad. 
• Users may accidentally encounter violent or pornographic material they did 
not intend to see. 
• Many unethical and pornographic websites harm the younger generation.
3. Trolls, bullying, and stalkers: 
• Trolls: These are individuals who intentionally provoke or harass others online. 
The anonymity of the internet often makes them more confident. 
• Cyberbullying: Especially affecting young people, cyberbullying occurs when 
someone uses technology (often via the internet) to intimidate others. 
• Stalking: With personal information readily available online, stalkers can easily 
find details about individuals.
4. Never disconnecting from work: 
• While remote working from home is convenient, it blurs the boundaries 
between work and personal life. 
• Notifications can disrupt leisure time, leading to fatigue and burnout.
5. Wrong information 
 Although the WWW is regarded as a primary source of information, some websites 
include inaccurate and worthless information. Sometimes, users can have trouble 
distinguishing between what is correct and what is incorrect.
6. Hacking, identity theft, and crime: 
• To hack means to illegally break into someone’s computer. The internet can be 
used for hacking. 
• Hackers exploit people to steal personal information (identity theft). 
• Internet fraud continues to grow. This involves the internet being used to offer 
scam advertisements that request advance payments via email, websites, chat 
rooms, or message boards. 
• Hidden corners of the internet facilitate criminal activities. 
• Malware is harmful software that damages your data or slows down your 
computer’s performance. It can infect your computer using various means 
such as email and downloading infected files from the internet.
7. Health and social impacts: 
• Excessive internet use can lead to loneliness and social isolation. 
• Sitting for too long can contribute to health issues like obesity."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 14,"13
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Activity 3.3
1. Create a mind map for:
a. The advantages of the internet
b. The disadvantages of the internet
c. An internet service (your teacher will assign your group with an internet 
service)
which is the use of diagrams to represent information visually. The central idea 
would be placed in the middle while the associated ideas arranged around it. You 
will create a mind map for ‘the advantages of the Internet’ ,’ the disadvantages of 
the internet’ and ‘an internet service’ . This activity should be done in groups or 
individually.
2. Let’s start with the mind map for ‘the advantages of the internet’ .
Materials needed:  plain sheet of paper, pencil, pen, ruler.
Steps:
Step 1
Pick one of the sheets of paper. 
Step 2
Sketch a circle in the middle of the paper using a pencil and write ‘Advantages 
of the Internet’ in the circle.
Step 3
Draw an arrow from any part of the circumference of the circle outward and 
draw an oval at the end of the arrow. Write one advantage of the internet 
in the oval.
Step 4
Repeat step 3 until you have at least four advantages of the internet.
Note: What you just did is called a mind map. Compare your mind map with 
other groups and submit it to your teacher for a whole class discussion.
3. Instruction:
Follow the steps in Question 2 to create a mind map for the ‘disadvantages of the 
internet’ .
4. Follow the steps in Question 2 to create a mind map for your assigned ‘internet 
service’ ."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 15,"14
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
HOW THE INTERNET WORKS
The internet is essentially a vast network of computers connected to one other, allowing 
them to send and receive data. Here is a simplified explanation:
1. Data Transmission: Information is broken down into smaller units called packets. 
Each packet is transferred across the internet. Each packet contains a portion of 
the data and a header with information about its origins and destination.
2. Networking Hardware : Network devices like routers and switches direct the 
packets to their destination by using protocols. The transmission control protocol 
(TCP)  and the  internet protocol (IP) are responsible for the transmission and 
routing of the packets. The hypertext transfer protocol (HTTP) is what we use to 
view web sites through a browser. 
 HTTPS is  the secure version of HTTP. HTTPS ensures that any data transferred 
between a website and a user cannot be tampered with or modified by a hacker. 
HTTPS also ensures that the user accesses the actual website and not a fake version.
3. Distributed Network: The internet is a distributed network, meaning it is not 
dependent on any individual device/computer. This makes it resilient and scalable, 
as the network can still function even if parts of it go down.
4. Connection Types: Digital devices can connect to the internet via various methods, 
including fibre optic cables, Wi-Fi, and cellular networks. These connections 
translate data into electrical signals or light pulses that travel at high speeds.
5. IP Addresses and DNS: Every device on the internet has a unique IP address. The 
Domain Name System (DNS) translates human-friendly domain names (like www.
example.com) into IP addresses that computers use to connect to each other. 
Figure 3.11: 
For example,  if you type the web address, also called the URL (Uniform Resource 
Locator),  www.heightslibrary.org into your browser, your browser would ask DNS for 
the corresponding IP address."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 16,"15
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
DNS would return the IP address assigned to the Heights Library’s domain name 
(151.101.2.159). This IP address gives an accurate location of the webs server where 
the website files reside. 
Your browser then connects to that IP address. 
The browser sends a request to the server, asking it to send a copy of the website to the 
user/client – see Figure 3.12 below.
Figure 3.12: How the internet works 
Activity 3.4
In this activity, you will research a topic relating to the evolution of the internet 
such as internet protocols, virtual reality, artificial intelligence, Internet of Things 
and report your findings to the whole class.
Materials needed: Notebook, pen, smartphone or laptop or desktop computer 
or tablet.
Instructions:
1. Connect your computing device (example; mobile phone, computer) to the 
internet"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 17,"16
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
2. Launch any browser on the device (example; Google Chrome, Firefox, 
Internet Explorer)
3. Type the topic (keywords: internet protocols, artificial intelligence) in the 
search box of the search engine.
4. Press the enter key on the keyboard or search.
5. Copy the relevant information about the topic and create a word file for it or 
write in your notebook.
6. Print a copy of your findings and show it to your teacher and the whole 
class as well. (If yours is written in your notebook, submit that one to your 
teacher).
Activity 3.5
In your group, create a glossary of terms relating to the internet using the Tables 
tools in Word (or similar word processing software). 
Materials needed: Computer internet access and with installed MS Word (or 
similar).
Instructions:
1. Launch or Open MS Word app on your computer.
2. Create a new file.
3. Save the file as ‘Glossary’ . 
4. Add a heading to your document.
5. Navigate to where you want to create the glossary.
6. Click on the “Insert” tab in the ribbon.
7. Select “Table” and then choose the number of rows (11) and columns (2). 
8. In the first column of the table, enter your terms (e.g., Artificial Intelligence, 
Robotics etc).
9. In the second column, enter the corresponding definitions or descriptions of 
each term as shown below."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 18,"17
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Glossary term names Descriptions
Artificial Intelligence (AI) Artificial intelligence (AI) refers to the simulation of 
human intelligence in machines that are programmed 
to think and learn like humans. It encompasses a 
wide range of technologies and techniques that enable 
machines to perform tasks that typically require 
human intelligence. AI systems can analyse data, 
recognise patterns, make decisions, and solve problems 
autonomously, often with a level of accuracy and 
efficiency that exceeds human capabilities in certain 
domains.
The key aspects of artificial intelligence include: 
Machine Learning, Natural Language Processing 
(NLP), Computer Vision and Robotics.
Artificial Intelligence (AI) can be grouped as Narrow 
AI and General AI.
Narrow AI (Weak AI): AI designed and trained for a 
specific task or set of tasks, such as voice recognition 
or playing chess. Narrow AI operates within a 
limited context and cannot perform tasks beyond its 
programmed capabilities.
General AI (Strong AI): AI that exhibits human-like 
intelligence and can perform any intellectual task that 
a human can. General AI remains theoretical and is 
the subject of ongoing research and debate.
Robotics Combining AI with physical machines to create 
robots that can perform tasks autonomously or semi-
autonomously
Computer vision AI applications that enable machines to interpret and 
understand visual information from the world, such as 
images and videos.
10. Add at least 8 more Glossary term names and their descriptions to your table.
11. Show your work to your teacher in a printed or soft copy form.
Activity 3.6 (Project work)
1. Research about a person who has made a significant contribution to the 
development of the internet such as Tim Berners-Lee and create a slideshow 
about this person and their contribution(s).
2. Create a poster which illustrates the difference between two internet-related 
terms, for example, the difference between the WWW and the internet, a 
search engine and a browser, or a web address and an IP address."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 19,"18
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Use the space below to reflect on the Activities above.  How did you find 
the activities? Include any notes that will help you to complete the tasks 
in the future.
WHAT ARE INTERNET SERVICE PROVIDERS
The evolution of the Internet has brought about a whole lot of opportunities as 
well as challenges. We learnt that the Internet is a global network of networks of 
computers. The interconnections were made possible through telecommunication 
links. Interestingly, it is believed that no one owns the internet. The generally accepted 
fact however is that there are certain companies that are said to own portions of the 
internet. These companies are called Internet Service Providers (ISPs). ISPs specialise 
in creating servers that house the information users need on the internet and provide 
accessibility to users. ISPs play crucial roles in the workings of the Internet. 
You will now be introduced to ISPs,  their functions, and what they have to offer in the 
digital space, alongside examples. You will also get to familiarise yourself with some of 
the challenges ISPs encounter, their impact on customers, and more.
Scenario
Before you proceed to move on, read the following scenario carefully and see if you can 
answer the questions that follow:
While at home, John Mensah was able to access the internet with his mother’s 
smartphone, he chatted on Facebook with friends, watched how cake is prepared on 
YouTube, downloaded some games from the Google Play store and installed them on 
the smartphone. The next day, John’s younger sister Abena also tried but she could no 
longer access the internet. She then switched to a desktop computer thinking that may 
work for her, yet to no avail because the desktop PC was not connected to the internet."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 20,"19
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
What answer do you have for these statements based on the given scenario:
a. Why was John able to access the internet from his mother’s smartphone that day 
and do all that he expected (chats, watching video, downloads)?
b. Why was John able to chat on Facebook, watch YouTube videos and downloaded 
games when the smartphone had internet access, yet Abena couldn’t do same 
when she tried the next day. 
c. What can be changed relating to the desktop PC that will allow the same activities 
John carried out using the smartphone to be carried out using the desktop PC? 
Definition of an ISP and Examples
An Internet Service Provider (ISP) is a company that provides internet access for homes 
and businesses, typically for a fee. There are thousands of these companies throughout 
the world, the most popular in the U.S.A. and China being AT&T and China Telecom 
respectively. Popular ISPs in Ghana include:
Activity 3.7
Research and create a list of different ISPs available in Ghana. Include information 
such as the services offered, pricing plans, customer reviews, and any unique 
features of each ISP. 
You can complete this activity alone or in a small group with your colleagues.
NOTE: Wikipedia (April, 2024), reported Ghana has over 15 commercial internet 
service providers and the majority of their customers access the internet from 
mobile devices)."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 21,"20
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
FUNCTIONS OF ISPs 
Internet Service Providers (ISPs) perform variety of functions including the following:
1. Provide access to the internet
This is the primary function of an ISP. Connecting directly to the internet would 
require owning and managing the infrastructure and technology necessary for an 
internet connection, which is not feasible for the average user due to the high cost, 
complexity, and expertise required. For a monthly fee, ISPs will provide and maintain 
this infrastructure and technology.
ISPs offer different connection speeds to cater for the diverse need of society. The 
connection speed and cost of the ISP service are determined by the type of connection. 
Connection types include: 
a. Dial-up 
b. DSL 
c. Cable 
d. Wireless 
e. Fibre-optic. 
Your location may restrict your choice of ISP access. For example, despite significant 
advancements in telecommunications technology, there are still many regions in the 
world where geographical challenges and the high cost of infrastructure development 
make it difficult for service providers to offer broadband or wireless services. In these 
areas, dial-up internet connection, even though it is slow and now considered ‘old 
technology’ , becomes the only feasible option for connecting to the digital world.
2. Email services
Many ISPs provide an email account with a unique address linked to your internet 
service account. See Figure 3.13 below for the benefits of MTN email service advertised 
with the MTN email service (April 2024).
Figure 3.13: Email service advertisement"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 22,"21
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
3. Web hosting
Every website is typically made of many files, including images, videos, audio, text, and 
code, that are stored on special computers called web servers. Web hosting is a service 
that maintains, configures, and runs physical servers to store files that constitute your 
website, and make it accessible on the internet. Web hosting services also provide 
additional support, such as security and website backup. Website hosting fees can vary 
from one ISP to another, from free (though often limited) space, to charges based upon 
the size and functionality desired on the website.
4. Proxy server
A proxy server is a server (host computer) that sits between you (client computer) 
and the rest of the internet, acting as a ‘proxy’ (intermediary) for your traffic. It is also 
known as application-level gateway – see Figure 3.14. 
Figure 3.14: A proxy server
For example, consider a situation where you want to search for something on Amazon. 
Without a proxy server, your computer would make a data request directly to Amazon’s 
servers which would send the data back to your computer. When connecting via a 
proxy server, that request is passed through an external server and sent to Amazon. 
From there, the requested information is sent back through the proxy and finally to 
your computer. Your IP is replaced (concealed) with the proxy server’s IP , making every 
online system ‘think’ as though you are connecting from the proxy server, not your 
computer. In other words, the proxy server makes it appear to every online system as 
if you are accessing the internet directly from it, rather than your computer or device. 
There are many reasons why a proxy server is used; two popular reasons include: 
a. Enhancement of privacy in a network 
b. Ensuring of anonymity while browsing the internet."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 23,"22
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
5. Technical support
The ISP’s technical support staff (human) or chatbots are responsible for troubleshooting 
of customer problems, diagnosing of faults related to internet access and resolution of 
issues over the phone. When you sign up with an internet service provider (ISP), they 
usually send you a modem and a router (nowadays usually a modem/router combo). 
They usually replace this equipment at no extra cost if it stops working.
Figure 3.15 A Modem/Router combo
A modem is an essential piece of hardware that allows internet-enabled devices to 
connect to the Internet. It works by converting signals (analogue) from a telephone 
line (wire or cable) into a form (digital) that your computer can understand and vice 
versa (converts digital signal from computer to analogue for transmission). A router 
allows you to connect multiple devices (i.e., laptop, desktop, smart TV , printer, etc.) 
directly or through a switch or hub to your home or office internet. A router also acts 
as a bridge to allow the devices interconnected (wirelessly or with cables) on the local 
network(s) to communicate with each other or one another.
ISPs in More Detail
Here is additional information about what ISPs do and how they go about it:
1. Connecting users to the internet
a. When you subscribe to an ISP , you can establish a link between your devices 
(such as computers, smartphones, or tablets) and the internet.
b. ISPs facilitate this connection by providing access through various technologies, 
including:
 Broadband: High-speed connections via cable modems, fibre-optic lines, or 
DSL.
 Wireless: Utilising cellular networks or Wi-Fi.
 Dial-up: Using the public telephone network to provide last-mile connections.
c. The maximum amount of data transmitted over an internet connection in a 
given amount of time is known as bandwidth. This varies depending on the type 
of internet connection."
