question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 11,"11
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Activity 5.5: Search For Causes and Impact of Eye Strain on Headaches.
Steps:
1. Open any web browser of your choice, and your preferred search engine.
2. Type “causes and impact of eye strain on headaches” .
3. Click on any hyperlink to display content of your search result (if the content 
does not reflect a good understanding of desired searched result, go back and 
select on another hyperlink).
4. Present your findings in a PowerPoint slideshow to the whole class for 
discussion.
5. Prepare for a questions and answers session at the end of your presentation.
Headaches and Vertigo Problems Associated 
with Computer Usage. 
Now that you have been able to identify eye strain, its causes and impact on headaches, 
let us discuss headaches and Vertigo problems associated with computer usage.
Headaches
A headache is pain or discomfort in the head, scalp, or neck, and it can have various 
causes. It can occur on one side of the head or both sides. Headaches are often 
accompanied by nausea, vomiting and extreme sensitivity to light and sound. A 
migraine is a headache that goes beyond typical head pain. People who suffer migraine 
experience severe throbbing or pulsing pain (pounding pain). Figure 5.6 gives the 
various types of headaches that one can experience.
Figure 5.4: Types of Headaches"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 12,"12
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Vertigo 
Vertigo is a condition that makes someone feel like they or the environment around 
them is spinning or moving even when they are standing still. It is a type of dizziness that 
can be uncomfortable and disorienting. It is often associated with inner ear problems or 
disturbances in the vestibular system. Common symptoms of vertigo include dizziness 
that can last from minutes to hours (or even days), unsteadiness and loss of balance 
and sensitivity to motion. Subjective hearing symptoms (such as ringing, fullness or 
pressure in the ears) may also occur.
Causes of headaches and vertigo in the use of computers
1. Spending much time in front of a computer screen (or any screen) can trigger 
headaches due to eye fatigue.
2. Light sensitivity is a common migraine trigger. Flickering or bright screens aggravate 
vestibular disorders that provoke dizziness and headaches.
3. Cybersickness (like motion sickness) can occur due to computer-generated graphics, 
videos and fast-paced films.
Preventive measures for headaches and vertigo relating to the use of 
computers
1. Employ the 20-20-20 rule: After every 20 minutes, take a 20-second break to look at 
something 20 feet (6 metres) away.
2. Rest eyes completely for 15 minutes after two hours of continuous computer use.
3. Adjust paper or reading material to minimise eye travel between paper and monitor.
4. Arrange regular eye care, including prescription glasses if needed.
5. Manage screen brightness and consider using blue light filters to reduce sensitivity 
when working with computers.
6. Take breaks from screens.
7. Optimise screen brightness and contrast.
8. Use anti-glare screens.
9. Practise good posture and eye exercises."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 13,"13
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Figure 5.5: Vertigo Victims
Activity 5.6: Creating a Mind Map
Create a mind map of one of the following:
a. Headaches and the use of computers, symptoms, causes, and preventive 
measures.
b. Vertigo and the use of computers, symptoms, causes, and preventive measures.
Instructions
Assuming you are using the Internet for your research, follow these steps, 
1. Open any web browser of your choice, and your search engine of choice.
2. Type “Headaches and the use of computers, symptoms, causes, and preventive 
measures” in the search box, assuming you choose the first option (A), and 
press Enter.
3. Click on any hyperlink to display content of your search result (if the content 
does not reflect a good understanding of desired searched result, go back and 
select another hyperlink) in the search results.
4. Use an A3 Sheet paper or a computer program to create your mind map.
5. Present your map to the whole class.
Hearing Loss
Many people nowadays use headphones or earbuds to listen to sounds from their 
smartphones, video games, computers, MP3 players and TVs. Loud noises can destroy 
tiny hair cells in your inner ear, resulting in permanent hearing loss. These tiny hair 
cells are important because they signal the auditory nerve to send sound messages to 
your brain. Hearing loss is an irreversible process, and measures should be taken to"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 14,"14
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
prevent it. Hearing loss can also result in Vertigo which is often caused by problems 
with the inner ear or the brain.
Causes of an increased risk to hearing loss linked 
to the use of computers
These include:
1. Regularly listening to music or sounds on your computer or game consoles with 
earbuds and in-ear headphones at extremely loud volumes.
2. Excessive use of headphones and earphones during remote work. If the exposure to 
sound is prolonged, its intensity does not need to be very strong: 80 dB (decibel) a 
day without interruptions is enough to cause serious damage to hearing.
3. In addition, earbuds can increase the risk of ear infections due to germs and bacteria 
that can settle on these objects and be transferred inside the ear canal.
Figure 5.6: Causes of an increased risk to hearing loss
Preventive Measures for Computer-Related Hearing Loss
These include:
1. Set the volume of the computer, tablet or smartphone to 60% and take a break of a 
quarter of an hour for each hour of listening
2. Disinfect the earphones and EarPods every day after use to avoid the proliferation 
of germs and bacteria
3. Do a hearing check if you experience some symptoms of hearing loss, such as 
difficulty listening to dialogue or hearing doorbells and alarms"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 15,"15
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Activity 5.7: Create an Infographic on Preventing Computer-Related 
Headaches and Vertigo.
Material needed: Cardboard papers, Markers, colour pencils, rulers, computer 
software etc.
Instructions:
1. Design an infographic (poster, chart or diagram) that summarises strategies to 
prevent headaches and vertigo caused by prolonged computer use.
2. Use the Internet to research different poster designs and use it to support your 
work.
3. Design your poster on cardboard paper or use a computer software such as 
Photoshop or CorelDRA W for your design
4. Your design should have the following:
a. Title:
b. Visuals
c. Content: Key prevention tips such as Proper posture, Taking breaks, 
Ergonomic setup, Hydration and eye care, Room lighting and ventilation.
4. Present your Infographic to the entire class for discussion.
Causes and Preventive Measures of Sleep Disorders, Weight problems, 
Depression and Anxiety
This section focuses on how excessive use of computers can affect your body and 
mind. Spending too much time on the computer, especially at night, can lead to sleep 
problems and weight gain. It can also make you feel sad, worried, or stressed, leading to 
depression and anxiety. By understanding the symptoms, causes, and ways to prevent 
these issues, you can use computers in a healthier way.
To stay healthy, it is important to manage your screen time, take breaks, and balance 
your computer use with other activities like exercise and spending time with friends 
and family."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 16,"16
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
SLEEP DISORDERS AND WEIGHT PROBLEMS
Using computers for long hours without breaks, can result in sleep and weight problems. 
Now let us look at what each of these conditions refer to:
Sleep Disorders
Sleep disorders include different problems that affect how well and how long a person 
sleeps. These issues can seriously affect a person’s health, mood, and ability to stay 
alert during the day. Some common sleep problems caused by using computers too 
much are trouble falling asleep (insomnia), waking up often during the night (restless 
sleep), sleeping at the wrong times (circadian rhythm disorders), feeling sleepy during 
the day, and having broken or interrupted sleep (sleep fragmentation).
 
Figure 5.7: Sleep Disorder
Causes of sleep disorders linked to the use of computers
The following are some of the causes of sleep disorders:
1. Exposure to blue light:  Using screens like smartphones, tablets, and computers 
exposes you to blue light, which can affect your sleep. This blue light stops your 
body from producing melatonin, a hormone that helps you sleep, making it harder 
for you to fall asleep at night.
2. Cognitive stimulation and late-night technology use:  Using digital devices 
like smartphones, computers, and tablets before bed can keep your brain active 
and make it hard to relax. Activities like watching TV , checking social media, and 
playing video games before sleeping can mess up your sleep schedule and make it 
difficult to fall asleep on time.
3. Sedentary Behaviour: Long hours spent sitting at a computer can reduce physical 
activity, which is important for promoting good sleep. Lack of exercise can lead to 
restlessness at night."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 17,"17
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
4. Stress and Anxiety:  Excessive use of computers for work, social media, or 
entertainment can contribute to stress or anxiety, which can interfere with the 
ability to relax and sleep well.
5. Multitasking and Overuse: Constant multitasking and long hours of use can lead 
to mental fatigue, but paradoxically, this often prevents restful sleep, as the brain 
struggles to “wind down.”
Preventive Measures for Sleep Disorders Due to Computer Use
A variety of measures can be adopted to prevent sleep disorders. The following are 
some of the popular ones:
1. Using blue light filters: To reduce the effect of blue light on your sleep, you can 
use blue light filters on your devices or try to avoid screens at least an hour before 
going to bed.
2. Create a good sleep environment: To create a good sleep environment by:
• Make sure your bedroom is dark, quiet, and calming.
• Keep electronic devices like TVs, computers, and smartphones out of your 
bedroom.
• Set the room to a comfortable temperature for sleeping.
3. Limit screen time: Set rules for how long you use technology before bed. Try to 
have at least 30 minutes of screen-free time before sleeping.
4. Technology to help with sleep: You can manage sleep disorders by making use 
of sleep technologies such as:
• Fitness trackers or smartwatches with sleep apps can help you track your sleep 
and give tips for improving sleep quality.
• Smart beds have features like adjusting temperature and firmness to help you 
sleep better. Some can even reduce snoring. They can also connect with other 
smart devices in your home, like lights and thermostats, to create a better sleep 
environment.
Weight Problems Linked to Computer Use
Being overweight or obese means having too much body fat, which can be harmful to 
your health. Spending a lot of time on screens, like watching TV or using computers, 
can be linked to weight problems. Studies show that teens who watch TV for five hours 
or more a day are five times more likely to become overweight. This is often because"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 18,"18
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
they get less exercise and snack more while using screens. Also, the light from screens 
can mess with your sleep, making it harder to get good rest. Not getting enough sleep 
has been shown to increase the risk of gaining weight.
Depression and Anxiety 
The next health risks to be discussed here is depression and anxiety. Take this activity 
to help you gain the foundational understanding of depression and anxiety.
Activity 5.8: Understanding Happiness, Depression and Anxiety.
In this activity, carefully study Figure 5.8  and Figure 5.9  and answers the 
questions that follow:
   Figure 5. 8   Figure 5.9
Instructions:
1. Study figure 5.8 and write down five words that describe the person in the 
image.
2. Study Figure 5.9 and write down five words that describe the person in the 
image.
3. Write down what could have caused a computer user to end-up like the person 
shown in Figure 5.8
4. Write down what could have caused a computer user to end-up like the person 
shown in Figure 5.9
5. Present your findings to your class facilitator for marking and discussion."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 19,"19
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
What is Depression and Anxiety?
Depression is a mental health issues where you feel sad all the time and lose interest in 
things you used to enjoy, making it harder to do your usual activities. Anxiety on the 
other hand, is when one feels scared, worried, or uneasy, which can cause people to 
sweat, feel restless, tense, and have a fast heartbeat. Studies show that sitting too much 
and spending a lot of time on computers or the internet can increase the risk of both 
depression and anxiety. 
Figure 5.10: Victims Depression and Anxiety
Causes Of Depression and Anxiety Linked to the 
Use of Computers
There are various factors that cause depression in computer users. Here are the most 
common ones:
1. Problematic Internet Use (PIU):  This happens when the use of the Internet 
causes problems in your life. For instance, difficulties with your emotions, social 
life, school, or work. It can include habits like spending too much time playing 
video games, shopping online, gambling, streaming videos, or using social media. 
People with PIU often struggle to control how much time they spend on digital 
devices.
2. Smartphone dependency:  Some people use their smartphones so much that 
they can’t stop, even until the battery dies. When this becomes a habit, it can lead 
to depression and anxiety. Using smartphones excessively can also become an 
addiction, affecting daily life and relationships.
3. Social media harm:  Teens may engage in dangerous behaviours because of too 
much or unfiltered use of social media. For example, they might try extreme diets 
or take risky photos just to follow trends. Cyberbullying and online harassment can 
also cause emotional pain and lower self-esteem.
4. Bad sleep habits:  Using computers too much, especially late at night, can lead 
to poor sleep. This lack of good sleep can contribute to feelings of depression and 
anxiety.
5. Social isolation:  Spending too much time online can reduce face-to-face 
interactions and increase feelings of loneliness.
6. Technostress: This is the stress, anxiety, or discomfort you feel when you are 
overwhelmed by new technology. It happens when you struggle to keep up with 
and use technology in a balanced and healthy way."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 20,"20
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Preventive Measures for Depression and Anxiety Due to 
Computer Use
The following strategies can be used to prevent depression and anxiety that arise as a 
result of computer use:
1. Limit screen time: Spending too much time in front of screens can lead to mental 
health issues. Set limits on how long you use screens and take regular breaks to rest 
your eyes and mind.
2. Mindful usage: Pay attention to how using your computer affects your mood. If 
you start feeling bad, try changing your habits.
3. Ergonomics: Make sure your computer setup is comfortable and safe for your body. 
This can prevent physical discomfort that might also affect your mental health.
4. Social interaction: Balance your time online with real-life social activities. Make 
time for face-to-face conversations and build meaningful relationships.
5. Physical activity: Regular exercise is good for your mental health. Include activities 
like walking or stretching in your daily routine.
6. External help: If you are struggling, talk to a therapist or doctor. You can also try 
online programs designed to help with anxiety and depression.
7. Blue light filters:  Use blue light filters or night mode on your devices. This can 
help protect your sleep patterns and improve your mood.
Now, let us take these activities for better understanding of causes, symptoms and 
prevention of computer related sleep disorders, weight problems, Depression and 
anxiety.
Activity 5.9: Creating a Diary Entries for a Fictitious Learner Suffering 
from a Mental Health Disorder Due to Digital Technology.
Carefully read the scenario below:
Adjei is a senior high school learner who has been using digital devices for 
long periods daily. He is facing issues like sleep deprivation, anxiety, and mood 
swings. All these issues are affecting his schoolwork (academic performance) and 
relationships.
Instructions: 
1. Individually, write a week’s worth of diary entries (7 days) for this fictitious 
learner.
2. Each diary entry should describe the following:
a. How technology use is impacting his physical and mental well-being.
b. The symptoms he is experiencing."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 21,"21
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
c. Any social or academic challenges he is facing.
d. Any attempt he is making to improve his mental health.
5. Write at least 3-4 sentences for each diary entry. Be specific about the challenges 
faced and feelings experienced.
6. Submit your work to your class facilitator for marking and discussion.
Your diary should be in the format shown in the table 5.3 below:
DAYS MENTAL HEAL TH DISORDER(S)
DAY 1 (Sunday) He feels completely drained. He needs help, but he is too scared 
to ask for it. He feels embarrassed that he has let things get this 
bad. His mind is always buzzing, and he does not remember the 
last time he truly felt relaxed. He wishes he could just unplug, 
but it feels impossible.
DAY 2 (Monday)  
DAY 3 (Tuesday)  
DAY 4 (Wednesday)  
DAY 5 (Thursday)  
DAY 6 (Friday)  
DAY 7 (Saturday)  
Table 5.3: Diary Format Sample
Setting up a Blue Filter on your Computer 
Blue Light Filters on computers are available for both Mac and Windows operating 
systems.
Activity 5.10: How to turn down blue light on devices with Mac OS.
To turn down blue light on Mac operating system, follow these steps:
1. Click on the Apple icon located at the top-left corner of the computer screen.
2. Click on the ‘System Preferences.’
3. Click on ‘Displays.’
4. Toggle over to the ‘Night Shift’ section."
