question_text,answer_text
Explain key concepts from LM ICT Sections 1-5 - Page 35,"Figure 1. 32: Custom AutoFilter 
 
Note: It will be noted that, the records (Rows) showing total score of students less than 230 
are hidden as shown in figure 1. 33 
 
Figure 1. 33: Sample of Advanced filtered data"
Explain key concepts from LM ICT Sections 1-5 - Page 36,"Applying Multiple Filters 
To apply multiple filters across different columns in Excel, you can combine conditions on 
multiple columns. Let's use the sample data from figure 1.34: Sample data set for Multiple 
Filters to apply multiple filters. 
 
Figure 1. 34: Sample Data set for Multiple filtering 
 
Activity 1.26: Applying Multiple Filtering 
Instruction: 
Follow the steps to filter to apply two conditions: (Total score greater than 230 and Maths 
score greater than 60) 
 
Steps to Apply Multiple Filters 
Selecting desired data: 
1. Select your entire data range from A3 to E9, including headers and rows (names and 
scores). 
2. Go to the Data tab in the Excel ribbon. 
3. Click on the Filter tool, then d rop-down arrows will appear next to each column 
header. 
 
Apply the First Filter (Total Score > 230): 
4. Click on the drop-down arrow next to the Total column (E). 
5. Select Number Filters, then choose Greater Than. 
6. In the dialog box that opens, enter 230. 
7. Click on the OK tab."
Explain key concepts from LM ICT Sections 1-5 - Page 37,"Figure 1.34: Filtering total score column 
 
Apply the Second Filter (Maths Score > 60) 
8. Now, click on the drop-down arrow next to the Maths column (B). 
9. Select Number Filters.  
10. Choose Greater Than. 
11. In the dialog box that opens, enter 60. 
12. Click on the OK tab. 
 
Figure 1.35: Filtering Maths score column 
 
Note: This will filter and display only students who have Maths scores above 60 and Total 
scores above 230.as shown in figure 1.36"
Explain key concepts from LM ICT Sections 1-5 - Page 38,"Figure 1. 36, Multiple filtered data 
 
Saving Workbook 
Saving a file is an important activity in file creation. It helps prevent loss of data in case of 
power failure or system crashes. It allows you to access and edit your work later without 
needing to start over. A saved file can also be easily shared with others for collaboration or 
future use. 
 
Saving A Workbook with the Default File Format 
1. Click on the “File” menu. 
2. From the “Backstage” view, click on the “Save As” command. 
3. Choose a storage location for the file. Example; “Documents”. 
4. Type your desired name for the File in the file name box. Example: “Year 2 LM”. 
5. Click on the “Save” tab to save the file. 
 
Figure 1.38: Steps for Saving a Workbook 
 
Saving A Workbook in Portable Document Format (PDF) on an External Drive"
Explain key concepts from LM ICT Sections 1-5 - Page 39,"1. Insert your external drive into the computer  
2. Click on the “File” menu. 
3. From the “Backstage” view, click on the “Save As” command. 
4. Choose the external drive as the storage location. Example: “New Volume G”. 
5. Type your desired name for the file. Example: “Learner Manual 2”. 
6. Click on the “Save as type” to display the available file formats. 
 
 
 
Figure 1.39: Save As Dialogue Box 
7. Select your desired file format, example “PDF”. 
8. Click on the “Save” tab to save the file. 
 
Figure 1.40: Samples File Formats 
 
Activity 1.27: Saving a workbook 
Use the skills gained in working with workbooks and worksheets to perform this 
activity."
Explain key concepts from LM ICT Sections 1-5 - Page 40,"1. Save workbooks to a cloud service of the choice of the group (e.g. OneDrive, Google 
Drive, or Dropbox)  
2. Make sure your computer has internet access  
3. Discuss benefits of saving a document of cloud storage such as OneDrive or Google  
4. Share your group’s procedure and approach performing this activity with other 
groups. 
 
Printing Worksheets 
Printing is the process of making copies of text or images on paper or other materials. It 
usually involves a machine, like a printer, that uses ink or toner to transfer the design onto 
the surface. It is converting a softcopy document into a hardcopy format.  
To print a file in a workbook, the computer user needs to consider the following; 
1. The paper orientation, whether portrait or landscape 
2. The paper size to be used. Example, A5, A4, A3, A2, A1, etc.  
3. The page to print. Whether the active page or selection 
4. The number of copies to be printed.  Etc.  
 
How to Print an Active Worksheet 
1. Click on the file tab to display the backstage view. 
2. In the backstage view, click on “Print” to display the print dialogue box. 
3. Select the printer you want to use if there are more than one printer connected to your 
computer. 
4. Select the pages you want to print. For the purpose of this lesson, select “Active 
Sheet”. 
5. Specify the number of copies you need using the “Copies” arrows. 
6. Select the orientation you want. It defaults, the paper orientation will be “Portrait”. 
Therefore, select, “Landscape” to change the default orientation. 
7. Indicate the paper size. The default paper size is “Letter”, therefore, select you 
desired paper size, example, A4. 
8. Click on the “Print” button to issue the print command."
Explain key concepts from LM ICT Sections 1-5 - Page 41,"Figure 1.41: The Print Dialogue Box 
 
Customise Printing Output 
Headers and footers 
Headers and footers are useful for including additional information such as the document 
title, page numbers, date, etc., at the top (header) or bottom (footer) of printed pages. 
Header allows you to add additional information at the top margin of the document page 
while footer is used to insert additional information at the bottom of the page margin. 
 
How to Add and Edit Headers/Footers: 
1. Go to the Insert tab on the Excel ribbon. 
2. Click on Header & Footer in the Text group. 
 
Figure 1.42: Header and footer 
3. Excel will switch to Page Layout view. You can now click to edit the header or footer 
area. 
 
Figure 1. 43: Page Layout View 
 
To Customise Headers/Footers: 
In the Header & Footer Tools design tab (which appears when you are editing the 
header/footer), you can: 
1. Insert page numbers: Click on Page Number. 
2. Insert the date: Click on Current Date. 
3. Insert the file name or sheet name: Use File Name or Sheet Name. 
4. Switch between header/footer: Click on Go to Footer or Go to Header to edit 
both areas. 
 
Adjusting Page Breaks 
Page breaks control where a new page begins when printing large worksheets. 
 
How to View and Move Page Breaks:"
Explain key concepts from LM ICT Sections 1-5 - Page 42,"1. Go to the View tab. 
2. Click on Page Break Preview. This will show you where Excel automatically inserts 
page breaks. 
 
 
Figure 1.44: Page Break Preview 
 
3. Blue lines indicate where page breaks occur. You can click and drag these lines to 
manually adjust them. 
 
Figure: 1.45: Page Breaks 
 
Adjusting Print Settings (Page Setup Dialog Box) 
The Page Setup dialog box is where you can make fine adjustments to your print settings, 
including scaling, margins, headers/footers, and more. 
 
Manage Print Jobs using Pause, Cancel, and Resume Print Job 
 
Access the Printer Queue 
A printer queue is a list of print jobs waiting to be processed by a printer. When multiple 
documents are sent to a printer simultaneously, they line up in the queue in the order they 
were submitted, and the printer processes them one by one. 
 
Accessing Printer Queue 
1. Open the Control Panel. 
2. In the Control Panel dialogue box, select Devices and Printers. 
3. Find the printer you used to send the Excel job. 
4. Right-click the printer and select open."
Explain key concepts from LM ICT Sections 1-5 - Page 43,"5. This will open the print queue, showing the list of active print jobs. 
 
Manage the Print Job 
In the printer queue, you’ll see the Excel document you sent to print. Here, you can Pause, 
Cancel, or Resume as needed: 
1. To Pause: Right-click the print job and select Pause. This stops the job temporarily. 
2. To Cancel: Right-click the print job and select Cancel. This permanently stops and 
removes the job from the queue. 
3. To Resume: Right-click the paused job and select Resume to continue printing. 
 
Activity 1.29: Printing worksheet 
Now, take this activity to assess yourself on what you have learned on printing worksheets. 
Instructions: 
1. Open an existing workbook. 
2. Print Preview your worksheet. 
3. Issue a print command. 
4. In your print dialogue box, adjust your print setting. 
5. Print your document. 
6. List the steps for performing steps 1 to 5. 
7. Exchange your write up in step 6 with a peer and go through to print your document 
again. 
 
Note: Where you do not have a printer, your teacher will make available a printer and a 
computer to take this activity. He can also take you on a field trip to a printing press to 
observe how printing is done.  
 
Activity 1.30: Importance of Print Preview.  
After going through activity 1.29, create a flyer to emulate three (3) importance s of print 
previewing a document before final printing. Print your flyer for class presentation."
Explain key concepts from LM ICT Sections 1-5 - Page 44,"EXTENDED READING. 
1. https://www.wallstreetmojo.com/cell-reference-in-excel/ 
2. https://www.du.edu.eg/upFilesCenter/sci/1585238926.pdf 
3. https://staff.emu.edu.tr/selirakotoua/Documents/itec106a/itec106%20lab/EXCEL%
206.pdf 
 
 
1.1 REVIEW QUESTIONS 
1. What is a workbook in a spreadsheet application?  
2. Differentiate between a workbook and a worksheet in a spreadsheet application.  
3. Explain the purpose of using multiple worksheets within a single workbook in 
spreadsheet software.  
4. Compare and contrast the advantages and disadvantages of using separate 
workbooks versus multiple worksheets within a single workbook for organising data 
in spreadsheet software.  
5. Create a comprehensive guide for new users on organising and managing large 
datasets across multiple worksheets within a single workbook in spreadsheet  
6. How do you start a formula in Excel? 
7. What is the difference between an absolute cell reference and a relative cell 
reference?  
8. A spreadsheet contains data on monthly sales figures from January to June for 
different products. Explain how you will use functions to identify the product with the 
highest sales for a particular month?  
9. What does the error #VALUE! mean?  
10. What are some ways to troubleshoot a formula that doesn’t give the expected result?  
11. Why might you receive a #N/A error when using a VLOOKUP formula?  
12. If you notice that a formula returns a #REF! error after moving or deleting rows, what 
steps would you take to restore its functionality?  
13. What are the basic steps to create a Bar chart in Excel?  
14. Explain the difference between a Pie chart and a line graph.   
15. Which chart type would be most appropriate to represent the number of learners 
enrolled in each grade level at a school and why?   
16. Analyse a given bar chart showing the sales of different products and identify which 
products had the highest and the lowest. Explain how you reached your conclusion.  
17. Discuss how a school can use visualisation to understand students' performance. 
Recommend the types of charts to represent various aspects of the data and how 
the results can be interpreted to make data-driven recommendations.  
18. What is the purpose of sorting data in a table?  
19. List three different file formats in which you can save an Excel workbook.  
20. What steps would you follow to print an entire workbook in Excel?  
21. Explain the difference between sorting data in ascending order and descending 
order.  
22. Explain applying a custom filter to display data within a specific date range.  
23. Describe the process of sorting data in Excel by one column and then by a second 
column."
Explain key concepts from LM ICT Sections 1-5 - Page 45,"24. Explain the benefits of saving an Excel workbook to a cloud storage service versus 
saving it locally.  
25. Given a dataset of students’ grades, explain how you would use sorting and filtering 
to identify the top 10 students in a class.  
26. Analyse the impact of printing a large dataset without adjusting the print area and 
layout settings. What issues might arise, and how can they be mitigated?  
27. Evaluate the effectiveness of using Excel sorting and filtering operations to manage 
an inventory system and discuss potential limitations whilst suggesting 
improvements.  
28. Design an Excel template for managing customer orders for a shop. Include 
advanced sorting and filtering capabilities to analyse trends and performance 
metrics. Explain how these features can be used to make data-driven decisions.  
29. How will you design a workflow for a team project where multiple team members 
must collaborate on an Excel workbook? Explain how you would manage the 
workbook's saving, version control, and printing to ensure accuracy and consistency."
Explain key concepts from LM ICT Sections 1-5 - Page 46,"SECTION  2: USE OF TECHNOLOGY IN EVERYDAY LIFE 
ICTs in the Society 
Emerging Technologies and Applications 
 
 INTRODUCTION  
Imagine a world where everything works faster and more efficiently —thanks to technology! 
In this section, you will discover how technology will help you learn better in school using 
cool online tools and apps. You will also explore how doctors use technology to provide 
healthcare services remotely through telemedicine and manage health records easily. Ever 
wonder how factories produce goods so quickly? Machines and robots make it happen! 
Even government services are now easier to access, all thanks to technology. 
But that is not all. You will learn how ICT (Information and Communication Technology) is 
transforming the way we bank, enjoy entertainment like movies and music, get around with 
apps like Uber, and shop online. Whether you are using tech for fun at home o r running a 
small business, technology plays a role in making everyday life more convenient. Get ready 
to dive into how tech is changing the world around you! 
KEY IDEAS  
Technology - This refers to tools, machines, systems, and devices that help us solve 
problems or make tasks easier 
Technology in Education: The use of technology in schools to improve teaching and 
learning. 
Technology in Communication: The use of technology to communicate (exchange 
information) with people anywhere in the world 
Technology in Healthcare: The use of technology to improved healthcare by allowing 
medical practitioners to diagnose and treat diseases more effectively 
Technology in Business: The use of technology in businesses to increase productivity and 
reach more customers 
Activity 2.1: Technologies and their benefits 
This activity will help you understand the positive impacts of technology in different areas. 
Your teacher will divide you into groups of not more than five for this activity.  
Instructions: 
1. Name three technologies you use every day (like phones, computers, apps). 
2. Using the internet, research on the impact of the technologies you named on 
education, health, and manufacturing in everyday life In conducting your research, 
think about questions such as: 
a. How does technology make learning easier? 
b. What are some tools used in hospitals? 
c. How has technology changed how things are made? 
3. Create a poster that lists the benefits you found from your research. Use simple 
words and colorful drawings or images to explain your ideas. 
4. Present your poster to the class and explain one or two key benefits in your own 
words to the class. 
 
 
Education and Technology"
Explain key concepts from LM ICT Sections 1-5 - Page 47,"Technology enhances education by providing access to information, making learning 
interactive, fostering collaboration among learners and improving communication between 
teachers and learners. By embracing these technologies, learners can improve their 
learning experiences and outcomes.  
 
Figure 2.1: Smart Classroom 
Using digital tools like videos, pictures and quizzes can make learning more interesting. 
Platforms like Google Classroom help teachers share lessons, give assignments, and 
engage learners online. 
 
Benefits in using technology in education  
1. Access to Information: Students can easily find information online, making it easier 
to research topics and learn at their own pace. 
2. Interactive Learning: Tools like videos, games, and simulations make learning more 
engaging and fun, helping students understand difficult concepts better. 
3. Collaboration: Technology allows students to work together from different 
locations. They can share ideas and projects using online platforms. 
4. Personalised Learning : With technology, teachers can tailor lessons to meet the 
needs of each student, helping them learn in a way that suits them best. 
5. Flexibility: Online classes and resources mean that learning can happen anytime 
and anywhere, making education more accessible. 
6. Skill Development: Using technology helps students build important skills for the 
future, like problem-solving, critical thinking, and digital literacy. 
7. Efficiency: Technology can help streamline tasks like grading and organising 
materials, giving teachers more time to focus on teaching. 
 
Video – How AI Could Save (Not Destroy) Education | Sal Khan | TED 
 
Healthcare and Technology 
Technology in healthcare makes it easier for patients to receive care, helps doctors make 
informed decisions, and improves overall health services. Tools like smart beds and infusion 
pumps help track patient movements and administer medication. Telemedicin e allows 
doctors to treat patients remotely and wearable devices track health data. Electronic Health"
Explain key concepts from LM ICT Sections 1-5 - Page 48,"Records store patient data online, making it easier to access and big data speeds up 
medical research and drug development. 
 
Telemedicine: This is the use of digital technology to provide medical care and consultation 
remotely. It allows healthcare professionals to evaluate, diagnose, and treat patients 
without the need for in-person visits, often using tools like video conferencing, mobile health 
apps, and remote monitoring devices. 
 
Figure 2.2: Smart Hospital Bed 
 
Benefits of Technology in Health 
1. Improved Access to Care : Telemedicine and mobile health applications allow 
patients in remote or underserved areas to connect with healthcare providers, 
improving access to quality care. 
2. Enhanced Patient Engagement : Digital health apps and wearable devices empower 
patients to monitor their own health metrics, helping them engage more actively in 
their wellness and treatment plans. 
3. Efficient Record-Keeping and Data Management: Electronic Health Records (EHRs) 
streamline patient data, reducing errors, improving data accessibility for providers, 
and enhancing continuity of care. 
4. Better Diagnostic Accuracy : AI-based tools assist in analysing medical imaging and 
diagnosing conditions more accurately and quickly, reducing human error and helping 
detect issues early. 
5. Remote Patient Monitoring: IoT devices enable real-time monitoring of patients' vital 
signs from their homes, allowing for proactive care and reducing hospital 
readmissions. 
6. Cost Reduction : Automation, data management, and remote care reduce hospital 
costs and travel expenses, making healthcare more affordable for patients and 
providers. 
7. Medical Research and Personalised Medicine : Big data analytics and AI allow 
researchers to analyse vast amounts of data, advancing personalised treatment plans 
based on individual genetics and health history."
Explain key concepts from LM ICT Sections 1-5 - Page 49,"Video - Hearing Aid feature for AirPods Pro 2 | Apple 
(https://www.youtube.com/watch?v=dOuNLS1elWs) 
Video - Man praises Apple Watch for life-saving alert after suffering medical emergency 
(https://www.youtube.com/watch?v=7TiDUvzE7IU) 
 
Manufacturing and Technology 
Technology plays a big role in making manufacturing better. It helps companies work 
efficiently, safely, faster, use fewer workers to create higher-quality products. For example, 
Radio Frequency Identification (RFID) helps track products as they move through the 
factory, while the Internet of Things (IoT) connects machines so they can share information. 
3D printing allows businesses to make parts quickly and accurately and blockchain 
technology helps manage the supply chain by keeping track of products at every step. 
Understanding these technologies can give you insights into how products are made and 
how industries operate in Ghana and around the world. 
 
Figure 2.3: Robotic Manufacturing Arm 
 
Video - They Turned off this GPU Factory For Me! PowerColor Factory Tour 
(https://www.youtube.com/watch?v=GS35VHEfFDU) 
 
Government and Technology 
Information and Communication Technology (ICT) helps governmental bodies work better, 
be more accessible, and stay open with the public. Technology makes it easier for leaders 
to make decisions, create new policies, and manage government tasks efficiently. 
Example is the Parliamentary Watch App for monitoring activities of parliament of Ghana."
Explain key concepts from LM ICT Sections 1-5 - Page 50,"Figure 2.4: Parliamentary Watch App. 
Table 2.1: Use of Technology in various sectors 
Sector Use of Technology Examples 
Education - Online learning platforms 
- Interactive educational software 
- Digital classrooms 
- Google Classroom 
- Khan Academy 
- E-books 
Healthcare - Electronic health records 
- Telemedicine 
- Health monitoring devices 
- Online doctor consultations 
- Health apps for tracking fitness 
and diet 
Manufacturing - Automation of production 
processes 
- Use of robotics 
- Inventory management systems 
- Robots assembling products 
- Use of software for tracking 
stock 
Government - E-governance (online services 
for citizens) 
 - Data management systems 
- Public information websites 
- Online tax filing 
- Government service portals 
(e.g., NIB, Passport Office) 
 
Activity 2.2: Technology Application in various sectors 
1. In groups of not more than five, pick one sector (education, health, manufacturing, 
governance) and research on how technology is applied in each case. 
2. Create a presentation to be delivered to the whole class elaborating the benefits of 
technology on your chosen sector with evidence. 
3. Deliver your presentation to the whole class. Allow other groups to ask questions 
and make contributions. 
 
Activity 2.3 – Problem- Solving 
1. In groups of not more than five, identify at least 3 local problems in your community 
that you think technology can solve.  
2. Propose a technology-based solution, considering the resources available in your 
community, to solve the identified problem. Your proposal could touch on the 
following;"
Explain key concepts from LM ICT Sections 1-5 - Page 51,"a. Automation: The use of technology to perform tasks with minimal human 
intervention, often used in manufacturing. 
b. Telemedicine: The use of technology to provide healthcare services remotely, 
allowing patients to consult with doctors via video calls. 
c. Digital Government: The use of digital technology by government agencies to 
improve services and engage with citizens 
3. Present your proposed solution to the class for feedback and discussion. 
 
Now, let us look at other fields that technology has become very impactful. In today’s 
world of technological advancement, you cannot talk about technology without 
mentioning areas such as: finance, entertainment, transport, and business 
 
Finance 
Technology in finance makes it easier for individuals and businesses to manage their money, 
make payments and invest. It provides convenience, saves time and allows more people to 
participate in the financial system. 
 
Figure 2.2: Automated Teller Machine (ATM) 
 
Entertainment Industry 
Technology has transformed entertainment by making it more convenient and diverse. With 
just a few clicks, we can enjoy a variety of content and connect with others, enhancing our 
overall entertainment experience. Video games now have advanced graphics, allow players 
to compete with others online and can be played on mobile phones.  
 
Figure 2.6: technology in Entertainment"
Explain key concepts from LM ICT Sections 1-5 - Page 52,"Activity 2.4: Benefits of technology in Finance and Entertainment  
Complete table 2.2 with the benefits of technology in finance and entertainment. Read the 
content of your table to peers for review. 
Table 2.2: Benefits of technology in Finance and Entertainment 
Field  Importance of Technology integration 
Finance  
 
 
Entertainment  
 
 
Sports  
 
 
 
Transport 
Technology plays a significant role in improving transport systems in Ghana. It makes it 
more efficient, safer and easier for everyone. It helps people get to their destinations 
quickly and can reduce stress when traveling. Here are some ways technology is used in 
transport: Intelligent Transportation Systems (ITS), Autonomous Vehicles (Self-Driving 
Cars), Ride-Sharing Platforms etc. 
 
Figure 2.7: Autonomous Vehicles (Self-Driving Cars) 
 
Video - Cybercab | The Future is Autonomous 
 
Benefits of Technology in Transportation 
1. Increased Safety: Advanced driver-assistance systems (ADAS), like collision 
detection, lane-keeping assistance, and automatic emergency braking, help reduce 
accidents. Technologies like autonomous vehicles and vehicle-to-everything (V2X) 
communication also contribute to safer roads. 
2. Improved Efficiency and Reduced Congestion: GPS navigation, real-time traffic 
data, and smart traffic management systems help drivers avoid congested areas,"
Explain key concepts from LM ICT Sections 1-5 - Page 53,"reducing travel time and fuel consumption. Smart traffic lights also adjust in real-
time to ease traffic flow. 
3. Environmental Sustainability: Electric vehicles (EVs) and alternative fuel 
technologies reduce carbon emissions and pollution. Ride-sharing apps and 
vehicle-sharing systems encourage fewer vehicles on the road, contributing to a 
more sustainable environment. 
4. Enhanced Passenger Convenience: Mobile apps for ride-hailing, ticket booking, 
and real-time tracking make commuting more convenient. Digital ticketing and 
contactless payment options streamline public transport use, improving the overall 
travel experience. 
 
Business 
ICT (Information and Communication Technology) helps businesses create new products 
and improve their services. It helps businesses operate more efficiently, reach more 
customers, and improve communication. By so doing, businesses can grow and adapt to 
the changing market. For  example, a company can use technology to design a new phone 
app that helps people manage their schedules better. It can also help in making production 
processes faster and more efficient.  Many internet users advertise and sell their product 
remotely on th eir WhatsApp status, Facebook, etc. which does not require huge sum of 
money to secure a physical shop. 
 
Figure 2.8: e-Commers for Business 
 
Benefits of Technology in Business  
1. Enhanced Transparency and Record-Keeping: Digital transactions create 
automatic records, making it easier to track, verify, and manage financial data, 
improving transparency and simplifying audits. 
2. Global Reach and Accessibility: E-commerce platforms and digital currencies 
enable businesses to conduct transactions across borders seamlessly, expanding 
their customer base and making it easier for people around the world to access 
their products and services."
Explain key concepts from LM ICT Sections 1-5 - Page 54,"3. Cost Reduction and Scalability: Cloud computing, for instance, reduces the need 
for costly infrastructure, allowing businesses to scale up or down based on 
demand. E-commerce platforms also reduce operational costs and expand market 
reach by allowing businesses to sell online. 
4. Increased Productivity and Efficiency: Automation tools and software streamline 
routine tasks, allowing employees to focus on higher-value activities. Project 
management tools, for instance, help teams organise tasks and meet deadlines 
efficiently. 
 
Activity 2.5: Matching activity 
Table 2.3: Technologies and their uses in other sectors 
S/N SECTOR TECHNOLOGY USE 
1  Mobile Payment 
Systems 
 
Online Banking  
Financial Apps  
2 Entertainment Streaming Services  
Gaming Consoles  
Social media  
3  Ride-Hailing Apps Services like Uber and Bolt that allow 
users to book rides using their 
smartphones. 
Navigation Apps Applications like Google Maps that help 
users find directions and track routes. 
Electronic Ticketing Systems that allow passengers to buy 
tickets for transport services online or 
through apps. 
4 Business E-Commerce Platforms  
Office Productivity 
Tools 
 
Video Conferencing"
Explain key concepts from LM ICT Sections 1-5 - Page 55,"Activity 2.6: Personal Experience with Technology 
1. Individually, share your personal experiences or observations on home users’ 
technologies to the whole class. 
 
Home Users 
They are individuals and families who use technology every day for personal activities. They 
use computers and devices for tasks like communicating, having fun and being productive. 
Home users typically interact with technology in a non -professional way, meaning they are 
not using it for work-related purposes. 
 
Figure 2.9: Smart Home 
Activity 2.7: Research  
1. In groups, each group focusing on one category of home technologies, research on 
the devices used by home users in your community, including their features and 
how they improve daily life. 
2. Create a simple PowerPoint presentation (5 minutes) to share your findings. Include 
images of the devices and examples of how families use them. 
3. Present your findings to the class, explaining the key technologies and their uses at 
home. 
 
Small Home / Office (SOHO) Users 
These are individuals or small business owners who work from a small office or home. 
These users rely on technology to help them work more efficiently and productively. They 
use technology to manage their business tasks, communicate with others and stay 
organised. Unlike large businesses, they often have fewer resources and infrastructure, so 
they make the most of the tools they have. 
 
Table 2.4: Technologies used by Home and Office 
Technology Used by Home Users Used by Small Home /Office Users 
Laptop/Computer • Browsing the internet, 
watching movies, 
schoolwork 
• Managing business tasks, 
creating documents, 
communication"
Explain key concepts from LM ICT Sections 1-5 - Page 56,"• Sending personal 
emails, newsletters 
• Managing business 
communication with clients 
and suppliers 
Smartphone • Social media, chatting, 
watching videos, 
entertainment 
• Communicating with clients, 
sending emails, managing 
business apps 
Wi-Fi/Internet 
Connection 
• Streaming videos, 
browsing the web, 
playing online games 
• Running business operations 
online, holding virtual 
meetings 
Cloud Storage (e.g., 
Google Drive, 
Dropbox) 
• Storing personal 
photos, videos, and 
documents 
• Storing business files, sharing 
documents with clients 
Smart TV • Watching Netflix, 
YouTube, or other 
streaming services 
• Occasionally used for display 
boards around a business or 
meeting rooms. 
Email Client (e.g., 
Gmail, Outlook) 
• Sending personal 
emails, newsletters 
• Managing business 
communication with clients 
and suppliers 
Video Conferencing 
Software (e.g., 
Zoom, Microsoft 
Teams) 
• Video chatting with 
family and friends 
• Holding virtual meetings with 
clients or business partners 
Office Productivity 
Tools (e.g., MS 
Word, Excel) 
• Writing personal 
documents or school 
assignments 
• Creating business reports, 
managing finances, and 
organising data 
Smart Devices 
(e.g., Smart 
Speakers, Smart 
Home Systems) 
• Controlling home 
lighting, playing music, 
setting alarms 
• (Not commonly used in small 
businesses) 
E-Commerce 
Platforms (e.g., 
Jumia, Amazon) 
• Shopping online for 
personal items 
• Ordering office supplies, 
selling products online 
Printer/Scanner • Printing school 
assignments or 
personal documents 
• Printing business invoices, 
contracts, scanning 
documents 
 
Activity 2.8 Technology used by small home/office 
1. Each group will focus on a specific technology used by small/home office users. 
2. Discuss how these technologies are useful for small business owners and home 
workers. 
3. Each group should present a summary of their findings in a short presentation to the 
whole class. 
Activity 2.9 - Peer Learning and Role Play"
Explain key concepts from LM ICT Sections 1-5 - Page 57,"1. Your teacher will assign you a role (e.g., a home user, a small business owner, a 
teacher working from home, etc.). 
2. You will then be divided into pairs. In your pairs, you will share with your partner 
about the technologies your character would use and how they would use them 
(e.g., a home user may explain how they use a tablet for entertainment, while a 
small business owner might explain how they use a spreadsheet for managing 
business finances). 
3. Role-play a scenario, explaining how you would use the technology in your daily 
tasks. 
4. After role-playing, switch roles with your partner and repeat the activity. Try to be 
creative! 
 
Mobile Users 
Mobile users are people who mostly use mobile devices like smartphones and laptops to 
access digital resources and services.  
 
Power Users 
Power users are people who have advanced skills and knowledge when it comes to using 
technology. These individuals can work with complex software, hardware, and computer 
systems.  
 
Enterprise Users  
Enterprise users are individuals who work in large organisations and companies. They use 
technology to help their businesses run smoothly, work together with colleagues, and 
manage important information. 
 
Table 2.5: Technologies used by user groups 
User Type Technologies Used Purpose/Use 
Mobile Users • Smartphones 
• Tablets 
• Mobile Apps (WhatsApp, 
Facebook, Instagram) 
• Mobile Payments (MTN 
• Mobile Money, Vodafone 
Cash) 
•  
• Communication, social 
media, entertainment 
Accessing the internet, 
online shopping 
• Mobile banking and 
payments 
Power Users • Laptops/Desktops (High-
performance) 
• Advanced Software 
(Photoshop, Video Editing 
Tools) 
• Gaming Consoles 
• Cloud Storage (Google Drive, 
Dropbox) 
• Professional tasks (video 
editing, graphic design, 
programming) 
• Managing large files, 
storing and sharing data 
online 
• Gaming and multimedia 
creation"
Explain key concepts from LM ICT Sections 1-5 - Page 58,"Enterprise Users • Enterprise Software (ERP, 
CRM) 
• Servers 
• Cloud Platforms (AWS, 
Microsoft Azure) 
• ideo Conferencing (Zoom, 
Microsoft Teams) 
• Managing business 
operations (finance, 
customer relations, 
inventory) 
• Hosting websites and 
storing large amounts of 
data 
• Remote meetings and 
collaboration 
 
Activity 2.10: Group Work 
1. Your teacher will divide the class into three groups, each representing Mobile Users, 
Power Users, and Enterprise Users. 
2. Make a simple chart on a piece of paper or a digital document. The chart should 
include: 
a. User Group: Mobile, Power, Enterprise 
b. Technologies Used: List at least three technologies for each group. 
c. Benefits: Write one benefit of each technology. 
d. Drawbacks: Write one drawback of each technology. 
3. Present your chart to the class for further discussion. 
 
Activity 2.11 – Interactive Presentation 
1. Chooses one user group (Mobile, Power, or Enterprise). 
2. Prepares a 5 minute presentation that includes: 
a. What the user group does 
b. Examples of technologies they use 
c. How these technologies help them 
3. Presents your findings to the class. Allow questions for clarification about the 
presentation.  
 
Activity 2.12: Group Discussion 
1. In groups, discuss the following questions: 
a. What new technologies do you think will be important for mobile users, 
power users, and enterprise users in the future? 
b. How can these technologies make life easier for these users? 
2. Each group shares their ideas with the class, focusing on one or two interesting 
points."
