question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 11,"10
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Activity 2.3
Digital devices have been useful to mankind in modern world of digitalisation. 
In a group, choose at least one sector of society from Travel, Retail and Banking. 
Research and create a slideshow under the following headings:
1. Digital devices used in [sector name]
2. Uses of the digital devices in [sector name]
3. Why digital devices are important in [sector name]
4. Include images in your slideshow and as a group, present your findings to 
your class.
Conclusion
The way we learn has changed a lot in recent years. Digital technology has been a big 
reason for this change. Digital technologies have made learning more engaging for us 
as learners and teaching more effective, leading to better results. Digital technologies 
will keep evolving and having an impact on education.
The evolution of Artificial Intelligence (AI) and the impact this will have in education 
is still unclear. However, AI is expected to bring more changes, such as personalising 
learning experiences, automating administrative tasks, improving accessibility, and 
providing more real-time feedback to both learners and teachers.
Before you proceed, try and answer these questions
In what ways do you think the knowledge of types of computers and how they differ 
in terms of size, usage, processing power, type of processor or CPU, and applications is 
beneficial to individuals and organisations?
Assume you have a computer, what would you use it for?
Which type of computer would you prefer given the option to choose, and why?
Have you noticed any differences in the computers used by people in your community 
and those at your school lab? [Popup]
MAIN FEATURES OF DIGITAL DEVICES
Personal Computers
All computers are digital devices. Digital devices can be categorised in various ways 
depending on their usage and other factors. The knowledge of types or classifications 
of computers is essential to the average individual in the digital world since as it helps 
users to make an informed decision, with regards to which type of computer to choose,"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 12,"11
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
depending on their processing needs. You might have come across some of these 
classifications already in your previous studies, including personal computers (PC), 
servers, and smart gadgets (devices).
A personal computer, often referred to as a PC, is a computer designed for individual use. 
There are several types of PCs, including desktops, laptops, tablets and smartphones.
Figure 2.6 Examples of PCs
Desktops – See 1 in Figure 2.6
A desktop computer is a type of computer intended for regular use at a single location 
due to its size and electrical power requirements. It derives its power from mains power 
only that is, Alternating Current (C). In most modern desktops, the input devices (e.g., 
keyboard and mouse) and the output devices (e.g., screen or monitor) are separate 
from the system unit or tower, also known as system cabinet (the case that contains 
the processing circuitry). The internal storage devices are typically a solid storage 
device (SSD) or a hard drive and in some cases an optical disk drive. Modern desktop 
computers come with built-in wireless communications capability.
Desktops are a suitable option if you work mostly in one place and have plenty of 
space. With the correct hardware (including a network interface card), desktops can 
become workstations on a network.
Figure 2.7 Examples of Desktop computers"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 13,"12
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Laptops -– See 2 in Figure 2.6
A laptop, also called a notebook computer, is a thin lightweight mobile computer. It is 
designed to fit on your lap and to be easily transported. It can operate both on batteries 
and on a mains power supply. Ultra-thin laptops weigh less than traditional laptops, 
and usually have a longer battery life. Laptops have built-in input devices such as a 
keyboard, touchpad and webcam, and built-in output devices, such as a screen and 
speakers. Some laptops have touch screens. The internal storage devices are typically 
solid-state storage (SSD) or a hard drive and an optical disk drive in some cases. 
Nowadays, laptops have built-in wireless communications capability. A convertible 
laptop, also known as a 2-in-1 laptop, is designed to function as both a laptop and 
a tablet. It has flexible hinges to allow the keyboard to fold away from the screen or 
spin(swivel) to act as a tablet stand.
Figure 2.8 A convertible laptop
Laptops are designed for personal use and can perform similar functions to desktops, 
such as browsing the internet, creating documents, and playing games. With the correct 
hardware (a network interface card), laptops like desktops can become workstations 
on a network. As laptops are generally smaller in size than desktop computers and 
are battery powered, they are suited for work use on the move such as business trips. 
Laptops allow employees to stay in touch with their employer using email and video 
chat while having files, software and data readily at hand.
Tablets-– See 3 in Figure 2.6
A tablet is a thin, lighter weight mobile computer that has a touch screen. It is usually 
smaller in size than laptops but larger than a phone. As an alternative to interacting 
with the device using touchscreen, a separate physical keyboard can be attached to it 
through cable or wirelessly to communicate with the tablet.
 Like a laptop, a tablet can run on batteries or mains power.
Two popular form factors (shapes and sizes) of tablets are the slate and convertible. A 
slate tablet is the classical form of tablet with a touch screen and no keyboard. It can be 
operated with a stylus or fingers and can be held like a clipboard. A convertible tablet 
is a tablet that has a screen with a lid and a keyboard in its base, with the lid and base"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 14,"13
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
connected by a swivel-type hinge. You can use a convertible tablet like a traditional 
laptop, or you can rotate the display and fold it down over the keyboard so that it looks 
like a slate tablet.
Figure 2.9 Examples of Tablet PCs
Tablets are useful for taking notes in class, at meetings or at conferences.
Servers
Server computers are the lifeblood of any client-server network since they constitute the 
main component that enables the network to function. In essence, they serve (provide) 
services to network users (who are generally referred to as ‘clients’). These services 
include file storage, web hosting, application storage, peripheral device sharing, and 
database management. For example, when you log on to a school’s or work network, a 
log-on server will check that you have a valid account. Then the file server will connect 
you to your user area and any other storage areas such as the student shared area. A 
school or company’s website is stored on a web server and email comes from an email 
server.
Figure 2.10 A possible layout of a client/server network
So, servers on a network provide services to clients, while computers (clients) connected 
to a network (workstations) request services from servers."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 15,"14
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
On the Internet, servers, also referred to as hosts (host computers), houses the 
information or resources that users need. Servers are designed to handle many requests, 
while workstations are designed to be used by one user at a time. Servers also differ 
from regular computers in their specifications: typically, more powerful, with more 
RAM and reliable power sources.
Smart Gadgets
Other than being less formal, the word ‘gadget’ is interchangeable with ‘device’ when 
referring to a physical object. A smart gadget or smart device is an electronic device 
that uses the internet to connect to and communicate with other devices or networks 
to complete a task or solve a problem. They are often designed to perform specific tasks 
with improved efficiency and convenience. Smart gadgets have become an integral 
part of our lives, offering a multitude of benefits that enhance our daily routines.
Examples of smart gadgets include:
1. Smart speakers
2. Smartphones
3. Smartwatches
4. Smart TVs
5. Smart lighting systems
6. Smart thermostats
7. Smart security cameras and systems
8. Smart kitchen appliances e.g. smart refrigerators
A smart device is  any computer-controlled electronic apparatus either than a desktop, 
laptop or tablet computer, which are technically ‘intelligent’ devices. Although some 
books and websites refer to a tablet as a smart gadget, a tablet is better classified as a 
PC.
Smart devices and gadgets are covered in more detail shortly however let’s start by 
having a closer look at smart speakers.
Smart speakers
Smart speakers are connected to a Wi-Fi network and operate via voice commands. 
They are capable of streaming audio content, relaying information, and communicating 
with other devices.
Figure 2.11 Examples of smart speakers"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 16,"15
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
DIFFERENCES BETWEEN COMPUTER TYPES
Differences between desktop computers and laptop computers
The table below shows the differences between desktop computers and laptop 
computers.
DESKTOP COMPUTERS LAPTOP COMPUTERS
They are not portable and run only on a mains 
power supply.
Laptop computers are portable and can 
run on battery as well as mains power 
supply.
Need external devices to be fully functional and 
are larger in size.
Laptop computers are all-in-one computer 
systems and are smaller in size.
Desktops can have multiple internal drives. Laptops usually have limited capacity for 
storage upgrades.
Require external input devices such as the 
keyboard and mouse to be connected for input.
Have keyboard and mouse in-built.
On average, have a lower cost of purchase and 
maintenance.
On average, have a higher cost of 
purchase and maintenance.
Can easily be upgraded as the components are 
easily removable.
Upgrades are not that easy or impractical 
in some cases.
Desktops generally consume more power. Laptop PCs consumes less power.
Activity 2.4 – Comparing computer types
As individual or together with your colleagues (recommended), compare the 
given types of computers under the parameters indicated in the table below. 
Use general entries (descriptions) such as slower and much more powerful  for 
processors or be more technical and include typical number of cores and clock 
speeds."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 17,"16
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
PARAMETER OF 
COMPARISON
 TYPE OF COMPUTER
Desktop Server Laptop Tablets
Portability
Form factor
Processor
Internal storage
Peripheral devices
Typical uses
Typical user
Cost
Image
Use the space below to reflect on Activity 2.4. How did you find the activity? 
Include any notes that will help you to complete the task in the future.
Activity 2.5
1. Visit some companies operating in the sectors listed below in your locality 
or search from the internet to find out which devices they use for digital data 
processing:
Sectors"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 18,"17
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
a. Communication
b. Education
c. Entertainment
d. Health
e. Business
2. Summarise your research findings in (a) above under the following headings: 
Type(s) of 
computers 
used
What the 
computers 
are used for
Application 
software 
used
Benefits of 
computerisation 
in the given 
sector
Drawbacks, if 
any, in the use 
of computers in 
this sector
3. Use a computer to digitise (type) and share a summary of your findings with 
your teacher and colleagues.
THE PURPOSE AND USES OF SMARTPHONES, 
DIGITAL CAMERAS, WEARABLE DEVICES AND 
GAME DEVICES.
We are now going to study the purpose and uses of smart phones, digital cameras, 
wearable devices, game devices, e-readers and portable media players. These devices 
have become essential to human lives. They help us in planning our day-to-day routines, 
capture memorable events and even entertain the family. You will discover more about 
smart devices and how to make maximum use of them.
Let’s now explore on these devices in detail.
Smartphones
A smartphone is a multifunctional mobile device that can make calls, send texts, 
browse the internet, take pictures, play games, and access a wide variety of apps. 
Smartphones allow you to make voice and video calls, send text messages, and emails.
A smartphone is a mobile phone that, as well as providing connection to a cellular 
network, performs many of the functions of a computer, typically internet access"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 19,"18
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
and an operating system capable of running downloaded apps. A smartphone can be 
classified as a type of PC with a touchscreen interface, as well being a smart device.
A variety of options exist for typing on a smartphone. All of these phones will have 
the on-screen keyboard and can have predictive text enabled where you press one key, 
and the software predicts the word you want. A separate keyboard could be purchased 
that links a smartphone via a wired or wireless connection. Another option is a virtual 
keyboard that projects an image of a keyboard on a flat surface. Many phones run apps 
that convert your spoken word to text.
Messaging services allow users to send/receive text, pictures, and video links to/from 
other mobile phones. An alternative to sending and receiving messages via a plan from 
your mobile service provider is to use a mobile messaging app. Many messaging apps, 
such as iMessage, Facebook Messenger, or WhatsApp, provide group chat capabilities 
and can be downloaded to your mobile device at no cost.
Figure 2.12 – A Smartphone
Uses of a Smartphone
These include:
1. Making and receiving voice calls
2. Sending and receiving messages and emails
3. Video chat
4. Registering contacts
5. Taking photographs
6. Calculator, torch, alarm, etc. functions
7. Browsing the internet using a mobile browser
8. Playing games
9. Mobile payment for goods or services
10. Barcode scanning
11. Photography and video recording
12. Taking and searching notes"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 20,"19
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
13. Showing map of user’s location by GPS (Global Positioning System)
14. Providing a digital assistant (for example, Siri on iPhones), where you can ask 
questions to the phone, and it speaks responses back to you.
15. Connecting to external devices wirelessly, for example, wireless headphones via 
Bluetooth.
Most smartphones use three types of storage: internal RAM, a microSD card and cloud 
storage.
Smartphones And Social Media
Another common use of smartphones is accessing and interacting with social media 
platforms, anywhere and at any time. Social media platforms are online communication 
tools that enable people to interact with each other by sharing and consuming 
information. Figure 2.13 shows the names and logos of some of these platforms. With 
one click, users of social media can send messages, photos, and videos to one another, 
making long-distance relationships much easier to maintain. They can also stay up to 
date with the latest trends and topics simply by scrolling their newsfeed.
Figure 2.13 Some social media platforms
The most popular ten social networks worldwide as of January 2024 (ranked by number 
of monthly active users) are shown in Figure 2.14.
Figure 2.14 Number of monthly active users (Jan 24)"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 21,"20
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Facebook was the social media platform that was most often accessed through mobile 
devices in Ghana (also as of January 2024). This accounted for a share of roughly 28 
percent. It was followed by YouTube and X (formally Twitter) with around 27 percent 
and 17 percent, respectively.
 Smartphones have revolutionised social media for a number of reasons:
• More people have access to social media than ever before because of the rapid 
increase in ownership of smartphones over the past 17 years. As of the end 
of 2024, the number of smartphone users worldwide is predicted to reach 7.1 
billion.
• There are now a huge number of social media apps available, each with its 
own specific purpose. This has given users more control over how they use and 
access their social media, as they can tailor their settings to suit their specific 
needs and interests. Most social media apps now have push notifications, which 
give alerts to any account activity so users can conveniently stay in touch with 
contacts in real-time.
• Smartphones enable users to access social media anywhere and anytime. They 
can check their Facebook feed while waiting in a queue in a shop or read X 
updates on their commute to work. They can capture photos, record videos, and 
share their thoughts without having to wait until they can access a desktop or 
laptop. This has enabled many to become more immersed in their social media 
networks as they can stay connected in real time.
All in all, the rise of the smartphone has completely transformed the way people 
interact and engage with social media. With the forecast of continued smartphone 
sales and the growth of different apps dedicated to social media usage, the popularity 
of this smartphone use will continue to grow.
Digital Cameras
A digital camera is a device that captures and stores digital images. People use digital 
cameras to take pictures of special events, vacations, and everyday life. It can also be 
used in taking digital videos.
A digital camera works in a similar way as a traditional camera. However, it captures 
the image on an electronic chip (such as a SD card, or a microSD card) rather than on 
film. The images are then usually stored in a removable memory card. Digital cameras 
are more convenient than film cameras, and since buying and developing film are not 
necessary, operating costs are lower. Also, captured digital images can be instantly 
checked on the monitor and, if necessary, retaken. Digital photographs are easy to 
retouch and manipulate through image-editing programs such as Photoshop. Many 
modern cameras have in-built Wi-Fi and/or Bluetooth, meaning you can connect them 
up to your smartphone/computer without cables or a media card reader. This allows 
for quick sharing of your images online via email or social media. A digital camera is 
an example of a digital device.
Many people nowadays use their smartphone for taking photographs and video, as they 
are light to carry, can take good quality photographs and videos, and are convenient for"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 22,"21
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
quickly sharing images online. Digital cameras, however, give more flexibility when 
it comes to lenses and accessories. They often have sensors that are much larger than 
those found in smartphones and this often results in a higher resolution or better-
quality image.
Digital cameras are often categorised into four groups: digital SLR (or DSLR), mirrorless, 
compact, bridge, and phone camera. Each type has advantages and disadvantages, and 
some types are more expensive than others. Only DSLRs and mirrorless models have 
interchangeable lenses.
The following summarises the pros and cons of the four types of digital camera.
Figure 2.15 Digital cameras
Wearable Devices
Wearable devices are electronic devices that are worn on the body. They can track a 
variety of data and can also be used to make payment and control smart home devices.
A wearable device is a small, mobile computing device designed to be worn and often 
communicate with another digital device using Bluetooth. Three popular types of 
wearable devices are activity trackers, smartwatches, and smart glasses , all of 
which can be classified as smart devices.
1. An activity tracker
This smart device focuses on health monitoring, tracking fitness-related activities such 
as distance walked, heart rate, pulse, calories consumed and sleep patterns. Some fitness 
trackers also offer additional features such as a built-in GPS. This wearable device"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 23,"22
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
typically syncs, usually wirelessly, with an app on your computer or smartphone. They 
come predominantly in the form of wristbands. Examples include Fitbit and Garmin 
models.
Figure 2.16 Fitbit Charge 6
2. A Smartwatch
This smart device will also offer via an app health monitoring similar to a fitness 
tracker. But this is only one of its features. It will also tell the time and communicate 
wirelessly with a smartphone to enable you to make and answer phone calls, read 
and send messages, access the web, make mobile payments, play music, and work 
with other apps. The main smartwatch companies include Apple, Huawei, Samsung, 
and Garmin. The Apple Watch continues to be the global smartwatch market share 
leader. The next generation of smartwatches is likely to be even more powerful and 
feature-rich than the current crop of devices, with faster processors, more memory, 
and improved sensors. These watches will also probably run a wider range of apps and 
offer better integration with smartphones. AI in future smartwatches may also add 
new features such as interaction with a human fitness coach.
Figure 2.17 Apple Watch Series 11
3. Smart glasses
This smart device functions just like normal glasses, with the added ability to connect 
via Bluetooth or Wi-Fi to your smartphone or other devices. Smart glasses can stream 
audio, take photos and videos, and some even offer augmented reality features. The"
