question_text,answer_text
Explain key concepts from Robotics (robotics.pdf) - Page 166,"LOOP through all items   
    Check the size of each item   
    Place in the correct box   
END LOOP   
Example: Sorting Robot 
Task: Write pseudocode for a robot to sort items into two boxes based on size. 
Steps: 
1. Input: A list of items. 
2. Output: Items sorted into Box A (small) or Box B (large). 
3. Actions: Check the size of each item and place it in the correct box. 
Pseudocode: 
FOR each item in the list   
    IF item size is small   
        Place in Box A   
    ELSE   
        Place in Box B   
    END IF   
END FOR   
This pseudocode shows the task clearly and can now be used to create the program. 
 
CREATING DETAILED FLOWCHARTS 
Flowcharts are diagrams that show the steps and decisions in a process. They are very 
useful in robotics and automation because they make it easier to understand how a 
system works. In this section, you will learn how to create detailed flowcharts for 
systems with complex control and feedback. You have already learnt about basic 
flowchart symbols in year one, so this will teach you how to use them to draw flowcharts 
for more advanced systems. 
How to Develop a Flowchart 
Once you understand how the system works, you can start drawing your flowchart. Here 
are the steps to follow: 
1. High-Level Overview: Start with a basic version of the flowchart that shows the 
main parts of the system. For example, if you are creating a flowchart for a traffic 
light system, begin by showing the steps: green light, yellow light, red light. 
2. Add More Details : Break the system into smaller steps and add these to the 
flowchart. Use symbols like rectangles for actions and diamonds for decisions. 
For example, in the traffic light system, you can include steps like ""Check if cars 
are present"" or ""Wait for pedestrians to cross."" 
3. Include Decision Points: Add decision points to show where the system chooses 
between two or more options. For instance, the traffic light might check if the road 
is clear before changing the signal. 
4. Show Repeating Actions (Loops) : Use loops to show actions that happen 
repeatedly. In the traffic light system, this could be the cycle of lights changing 
repeatedly."
Explain key concepts from Robotics (robotics.pdf) - Page 167,"5. Use Sub-Flowcharts for Complex Parts: If a part of the flowchart is too detailed, 
draw a separate flowchart for that part and connect it to the main one. For 
example, you can draw a smaller flowchart just for how the traffic light handles 
pedestrians. 
How to Make a Good Flowchart 
A good flowchart is clear and easy to understand. Follow these tips: 
1. Symbol Consistency: Always use the same symbol for the same type of action. 
For example, do not use a rectangle for one action and a circle for another similar 
action. 
2. Clear Labelling: Write clear and simple labels for all parts of the flowchart. For 
example, instead of writing “Change signal,” you can write “Change from red to 
green light.” 
3. Organise Neatly : Arrange the flowchart in a way that makes it easy to follow. 
Draw the steps in a logical order from top to bottom or left to right. 
4. Visual Hierarchy: Use colours or bold lines to show the most important steps. 
For example, you can highlight the decision points in yellow. 
5. Check and Improve : Review your flowchart to make sure it is correct. Ask 
yourself if someone else could understand it easily. Make changes if necessary to 
improve it. 
Flowcharts will help you explain how systems work and make it easier to fix problems or 
improve them.  
When designing flowcharts, it is helpful to use computer software to make the work neat 
and organised. Some examples of software that can be used include Google Drawings, 
Canva, PowerPoint, Draw.io, Lucidchart, Microsoft Visio, SmartDraw and Paint. These 
tools make it easy to draw flowcharts and include symbols, labels, and arrows. 
Scan the QR codes for a tutorial on using Draw.io and Lucidchart to draw flowcharts. 
LINK QR CODE 
https://www.youtube.com/watch?v=_zZczZxyXKM"
Explain key concepts from Robotics (robotics.pdf) - Page 168,"https://www.youtube.com/watch?v=C-qnybZf09Y  
 
 
Example: 
Sorting Robot: Based on the developed algorithm and Pseudocode for the sorting robot 
example, the flowchart below was developed"
Explain key concepts from Robotics (robotics.pdf) - Page 169,"Figure 6.2: Flowchart for sorting Robot Algorithm 
 
ACTIVITY 6.1: Designing a Smart Robot for Everyday Tasks 
You must organise yourselvesr teacher will put you into groups and make a mat  provide 
you with a mat that has places for obstacles and, lines for navigation for  and objects on 
it for this activity."
Explain key concepts from Robotics (robotics.pdf) - Page 170,"a. In your group, you are to design a robot that can follow the lines on the mat from point 
A to B. 
1. Write an algorithm for the robot’s task 
2. Write a pseudocode based on your algorithm. 
3. Draw a flowchart for your proposed solution. 
4. Present your flowchart to the class. 
5. Build your robot and program it. 
6. Test your robot and make adjustments where necessary.  
b. In your group design a robot that follows lines on the mat, and can avoid obstacles as 
it moves from point A to B. 
1. Write an algorithm for the robot’s task 
2. Write a pseudocode based on your algorithm. 
3. Draw a flowchart for your proposed solution. 
4. Present your flowchart to the class. 
5. Build your robot and program it. 
6. Test your robot and make adjustments where necessary.  
c. In your group design a robot that can pick up an object at point A, navigate a path on 
the mat, avoid obstacles and deliver the object to point B 
1. Write an algorithm for the robot’s task 
2. Write a pseudocode based on your algorithm. 
3. Draw a flowchart for your proposed solution. 
4. Present your flowchart to the class. 
5. Build your robot and program it. 
6. Test your robot and make adjustments where necessary.  
, avoid obstacles and move objects to specific locations determined by your teacher. Use 
the following prompts to complete the activity: 
7. Write an algorithm for the robot’s task 
8. Write a pseudocode based on your algorithm. 
9. Draw a flowchart for your proposed solution. 
10. Present your flowchart to the class. 
11. Build your robot and program it. 
12. Test your robot and make adjustments where necessary.  
 
 
 
 
EXTENDED READING 
Resource QR Code"
Explain key concepts from Robotics (robotics.pdf) - Page 171,"https://www.youtube.com/watch?v=aYcIoxZOWkI 
How to create a flowchart using PowerpointPowerPoint 
 
https://www.youtube.com/watch?v=6UWac5e0tPA 
What is an Algorithm 
 
“Everything You Need to Ace Computer Science and Coding 
in One Big Fat Notebook” 
 
This reading resource provides a simplified explanation of 
algorithms, pseudocode and flowcharts 
 
“Algorithm, Pseudocode and Flowchart: Learn Algorithm in 
Simple Steps. For absolute beginners, ICT, KS3, GCSE, A-
Level, Under Graduate, Kids, SAT & for all IT Enthusiast.” 
This reading resource uses a simplified language to explain 
algorithms, pseudocodes and flowcharts. to young learners. 
 
 
 
REVIEW QUESTIONS 6.1 
1. What is a flowchart, and why is it important in robotics? 
2. What is pseudocode, and how is it different from a flowchart? 
3. What is the difference between a feedback loop and a non-feedback loop in 
robotic control systems? 
4. Describe how a robot can navigate from a starting point to a target while avoiding 
obstacles. 
5. Create a flowchart for a robot navigating from a starting point to a target point on 
a mat, avoiding three obstacles. Include decision points for obstacle detection."
Explain key concepts from Robotics (robotics.pdf) - Page 172,"SECTION  7: ROBOT CONSTRUCTION 
Robot Construction & Programming 
 
INTRODUCTION  
In this section, you will learn how robots move and how their parts work together to make 
them move in a certain way. You will also understand how speed and changes in speed 
(velocity and acceleration) are important for robots to move carefully and do thei r tasks 
correctly. This is very helpful when designing robots that need to work in tricky places or 
do difficult jobs. 
 
KEY IDEAS  
1. How Robots Move: Robots can travel in straight lines, turn, or crawl, using wheels, 
tracks, or legs to move on different surfaces. 
2. Robots Use Smart Parts: Gears and swinging parts help robots perform tasks like 
picking things up or opening doors. 
3. Building Fun Robots: You can build robots using kits or simple materials to create 
machines that move and do helpful jobs. 
 
What Are Closed Chains in Robots? 
Closed chains are systems in robots where the parts, called links, are connected in a 
loop. Because of this, when one part moves, the other parts are affected. These closed 
chains are different from open chains, where the parts are not connected in a loop.  
Closed chains are more stable and allow robots to move with great care. 
Here are some examples of closed chains: 
1. A Crane with a Mechanical Arm: A crane’s arm has parts that form a loop. This 
helps it lift and move objects very precisely. 
 
Figure 7.1 Crane with a mechanical arm showing a closed loop mechanism"
Explain key concepts from Robotics (robotics.pdf) - Page 173,"2. A Windshield Wiper System: The bars (wiper arms) in a wiper are connected in a 
loop, making the wiper blades move back and forth smoothly. 
 
Figure 7.2 Wiper system showing closed loop mechanism [source: 
https://www.samarins.com/glossary/wiper-motor.html] 
3. A Machine That Mixes Dough : The parts of a dough mixer form a closed loop, 
helping it mix the ingredients evenly. 
 
Figure 7.3 A dough mixing machine as a closed mechanism 
 
Characteristics of a Closed Chains 
1. Linked Movements: When one part moves, it makes all the other parts move in 
a certain way."
Explain key concepts from Robotics (robotics.pdf) - Page 174,"2. Constraints: The movements are limited because of how the parts are 
connected. 
3. Very Steady: These systems are steady and allow for precise control. 
4. Complicated Movements: Figuring out how the parts move together can be 
tricky because they all depend on one another. 
Degrees of Freedom in Closed Chains 
Degrees of Freedom (DoF) are used to describe how many different ways a machine or 
system can move. In machines like robots, parts called links and joints are used to 
control these movements. The kind of joints, like ones that turn (revolute joints) or slide 
(prismatic joints), also affect how the machine moves. 
For example: 
• A bicycle’s pedal can only turn in circles because the joints and links limit it to 
that movement. 
• A fan blade spins around its centre, but it cannot move up or down. 
In a robot with many joints, movements like turning, lifting, or sliding can be done. 
However, when the links form a loop (a closed chain), the movements are limited to 
certain patterns. 
Think about a pair of scissors. The blades move in a set path because the handles and 
blades are connected in a loop. This makes it easier to cut paper in a straight line.  
The figure below shows several 3D joints with their degrees of freedom stated within the 
pair of brackets. 
 
Figure7.4 3D kinematic joint types with their degrees of freedom. [Chase et al, 1996.]"
Explain key concepts from Robotics (robotics.pdf) - Page 175,"Application of Closed Chain Mechanisms in Robots 
Closed chain mechanisms are used in robots for many important tasks. These tasks 
often need the robot to be very steady and precise. Here are some examples of where 
closed chain mechanisms are helpful: 
1. Careful and Accurate Work 
Closed chain mechanisms are used in robots that must do very careful tasks. 
• Example: A robot used by doctors to help in surgeries can move very 
precisely to perform delicate operations. 
 
Figure 7.5 Surgical robot using a closed chain mechanism 
2. Carrying Heavy Things 
Because closed chains are strong and steady, they are used in robots that carry or lift 
heavy objects. 
• Example: A warehouse robot with a strong arm can pick up and move big 
boxes safely."
Explain key concepts from Robotics (robotics.pdf) - Page 176,"Figure 7.6 Warehouse robot with a closed chain arm designed for lifting 
3. Training and Practice 
Closed chain mechanisms are used in machines that help people learn new skills by 
providing realistic movements. 
• Example: A flight simulator used by pilots to practise flying a plane 
moves in ways that feel like a real flight. 
 
Figure7.7 Flight simulator using a closed chain mechanism 
 
Activity 7  
Closed Chain Mechanisms 
For this activity you should work with a friend. 
1. Explain to your friend what is meant by a closed chain mechanical system. 
2. Draw a four rigid bar linkage closed chain mechanical system. Label each of the rigid 
bars (links) and the connecting pivots (joints).  Explain why this is a closed chain 
mechanical system. 
3. Explain in your own words why a bicycle pedal mechanism has two degrees of 
freedom. 
4. A robot arm has a base, a two link arm and an actuator. Sketch the robot arm and 
label the linkages, connecting pivots. Explain why this robot arm has three degrees of 
freedom. 
5. Use diagrams to explain how the movement of one link affects other parts of the 
robot arm mechanical system you sketched for the previous question. 
6. Explain how closed chains contribute to the stability and precision of robotic 
systems."
Explain key concepts from Robotics (robotics.pdf) - Page 177,"Velocity in Mechanics 
Velocity shows how quickly something changes its position over time. It also tells the 
direction in which it is moving. For example, if a car is moving at 50 km/h towards 
Kumasi, its velocity is 50 km/h in that direction. Unlike speed which is a scalar quantity, 
velocity always has both size (how fast) and direction which makes it a vector quantity. 
It is usually measured in metres per second (m/s). 
Types of Velocity 
1. Linear Velocity 
Linear velocity is how fast something moves along a straight path. Imagine a robot 
moving straight across a flat mat. The speed at which it moves forward in a straight line 
is its linear velocity. 
How to Calculate Linear Velocity: 
The formula for linear velocity (v) is: 
v = distance (d) / time (t) 
Example: 
If a robot moves 20 metres in 10 seconds, its velocity can be found like this: 
v = 20 / 10, v = 2 m/s 
2. Angular Velocity 
Angular velocity shows how quickly something turns or spins around a point or an axis. 
Imagine a robot turning to face a new direction. The speed at which it turns is its angular 
velocity. 
How to Calculate Angular Velocity: 
The formula is: 
ω = angle (θ) / time (t) 
Where: 
• ω is the angular velocity. 
• θ is the angle the object turns (measured in radians). 
• t is the time it takes to turn. 
How Robots Turn: 
When a robot turns, its wheels on either side move at different speeds: 
• The inner wheel travels a shorter distance. 
• The outer wheel travels a longer distance. 
Some important terms: 
• Turn Radius (r): The radius of the circle the robot's centre follows during a turn. 
• Inner Wheel Radius (r0): The radius of the circle that the inner wheel follows. 
r0 = r − d/2 
• Outer Wheel Radius (r1): The radius of the circle that the outer wheel follows. 
r1 = r + d/2 
Here, d is the distance between the robot's two wheels referred to as the wheelbase. 
Path Lengths During a Turn: 
The distance each wheel travels during a turn depends on the angle (θ in radians) of the 
turn. 
• Inner Wheel Path Length (l0):"
Explain key concepts from Robotics (robotics.pdf) - Page 178,"l0 = r0 × θ 
By substituting r0 = r – d/2 into the formula above, the inner wheel path length can be 
found as: l0 = (r – d/2) × θ 
Outer Wheel Path (l1) 
l1 = r1 × θ 
By substituting r1 = r + d/2 into the formula above, the outer wheel path length can be 
found as: l1 = (r + d/2) × θ 
Converting Degrees to Radians 
Turns are often measured in degrees, but for calculations, radians are used. To convert 
degrees to radians it is worth noting that π radians is equal to 180°: 
Angle in Radians = Angle in Degrees × π/180 
Example: 
If a wheel turns 90°, convert the turn angle to radians: 
Angle in radians = 90 × π/180 = π/2 ≈ 1.5708 rad. 
Example calculation on Robot turn: Assume a robot with a wheelbase (d) of 1.5 
metres is making a 60-degree turn with a turn radius of 2 metres. Find  
a. the equivalent turn angle in radians 
b. the radius of the inner wheel,  
c. the radius of the outer wheel, 
d. the path length each wheel needs to travel to complete the turn. 
Solution: 
a. Turn angle = 60°, Angle in radians = 60° * π/180 = π/3 ≈ 1.0472 rad. 
b. Inner wheel radius: r0 = r − d/2, r = 2m, d = 1.5m 
     r0 = 2 – 1.5/2 
     r0 = 1.25m  
c. Outer wheel radius: r1 = r + d/2, r = 2m, d = 1.5m 
     r1 = 2 + 1.5/2 
     r1 = 2.75m  
d.  
i. Inner path length: l0 = r0 × θ, r0 = 1.25m, θ = π/3 
               l0 = 1.25m * π/3 
               l0 = 1.25m * 1.0472 = 1.309m 
ii. Outer path length: l1 = r1 × θ, r1 = 2.75m, θ = π/3 
                  l1 = 2.75m * π/3 
                  l1 = 2.75m * 1.0472 = 2.8798m 
Velocity Calculations 
When a robot moves, both of its wheels rotate (angular velocity, ω) and push it forward 
(linear velocity, v). The speed at which the robot moves forward depends on how fast its 
wheels are spinning and how large the wheels are. 
For a robot to turn, the wheels must rotate at different speeds. The different velocities 
can be calculated by combining the linear and angular velocities as described below: 
a. Inner Wheel Linear Velocity (vo): This can be calculated for a wheel with radius r0 
using the formula;  
v0 = r0 * ω 
b. Outer Wheel Linear Velocity ( v1): This can be calculated for a wheel with radius r1 
using the formula; 
v1 = r1 * ω"
Explain key concepts from Robotics (robotics.pdf) - Page 179,"It can be seen from the formulas above that the linear velocity of a wheel is given by the 
product of the wheel’s radius and the angular velocity of the wheel. 
Example: 
If a wheel with a radius of 20 cm rotates at 8 rad/s, calculate its linear velocity. 
Solution: 
Linear velocity (v) = r (m) * ω (rad/s), r = 20 cm = 0.2 m, ω = 8 rad/s 
     v = 0.2 * 8 = 1.6 m/s 
This means that the robot moves with a speed of 1.6m/s in the forward direction. 
Understanding Average Motion Concepts in Robotics 
Average motion, helps describe how something moves over a period of time. Robots 
often move from one place to another. To study their movement, it is important to 
understand three key ideas: average position, average velocity, and average 
acceleration. These help to predict how a robot moves and behaves during its tasks. 
1. Average Position 
This is the middle point between where the robot starts and where it ends. 
Formula: 
Average position =Initial position+Final Position2 
Example: 
A robot moves from position A = 4m to position B = 12m. Calculate the average position 
of the robot. 
Average position =4+122=8m 
2. Average Velocity 
This is how fast the robot changes its position over a period of time. 
Formula: 
Average velocity = Displacement (d)Time taken (t) 
Example: 
A robot moves 16 metres in 2 seconds. Calculate the average velocity of the robot. 
Average velocity = 16m2s=8m/s 
3. Average Acceleration 
This is how much the robot's velocity changes over time. 
Formula: 
Average acceleration=change in velocity (Δv)time taken (t) 
Example:  
A robot accelerates from a velocity of 4m/s to 8m/s in 2 seconds. Calculate the average 
acceleration."
Explain key concepts from Robotics (robotics.pdf) - Page 180,"Average acceleration=6m/s-2m/s2s=42=2m/s2 
Understanding Instantaneous Motion Concepts in Robotics 
Instantaneous motion  tells you the speed or position at one exact moment. It is like 
taking a snapshot of movement. One key difference between average motion  and 
instantaneous motion  is that, while average motion is about the whole journey or 
movement, instantaneous motion is about a single moment. i.e. Average motion gives a 
big-picture idea whereas instantaneous motion is like focusing on just one part of the 
journey. To understand instantaneous motion, let us examinetake a look at three key 
concepts, namely, instantaneous position, instantaneous velocity and instantaneous 
acceleration. 
1. Instantaneous Position: Position refers to the exact location of an object at a specific 
time. Think of it as a point on a map. 
You can We often use a number line or a graph to show position. For example: 
• If a robot starts at 0 metres and moves to 5 metres, its position changes. 
• The instantaneous position tells you us where the robot is at a single moment, 
such as at 5 seconds into the journey. 
On a graph, the position at a specific time can be found by looking at the point where the 
time value meets the position curve. 
 
Figure 7.8 Position curve showing instantaneous position of 20m at 5s. 
Instantaneous Velocity 
Instantaneous velocity  is the velocity of an object at one specific moment in time. 
Imagine riding your bicycle down a hill. If you look at the speedometer when it says 15 
km/hour, this is your instantaneous velocity at that moment. 
Instantaneous velocity is found using a graph of position versus time as shown in figure 
7.9."
Explain key concepts from Robotics (robotics.pdf) - Page 181,"Figure 7.9 Position versus time graph showing instantaneous velocity at 3s 
• The slope (steepness) of the curve at a specific point tells youus the 
instantaneous velocity. This can be calculated by dividing the Rise as shown in 
the figure by the Run (i.e. change in y over change in x). 
• If the slope is steep, the object is moving fast. If the slope is flat, the object is not 
moving. 
Instantaneous Acceleration 
Instantaneous acceleration is the acceleration of an object at a specific time. It shows 
how fast the velocity is changing at that moment. 
Imagine a sprinter starting a race: 
• At the very start, the sprinter’s acceleration is high as their speed increases 
rapidly. 
• Later, when they reach a steady speed, the instantaneous acceleration might 
drop to 0 because their velocity is not changing anymore. 
Instantaneous acceleration is found by looking at the slope of the velocity-time graph:"
Explain key concepts from Robotics (robotics.pdf) - Page 182,"Figure7.10 Velocity vs Time graph showing instantaneous acceleration 
• A steep slope means high acceleration. 
• A flat line means no acceleration (constant velocity). 
Extended Reading 
Resource QR Code 
https://www.youtube.com/watch?v=pfTTHx9kCHk 
A video on velocity 
 
https://www.youtube.com/watch?v=Ed58JZKiGEM 
A video on acceleration"
Explain key concepts from Robotics (robotics.pdf) - Page 183,"https://www.youtube.com/watch?v=4dCrkp8qgLU&t=31
s 
 
 
A video on Position, velocity and acceleration 
 
Understanding Wheel Rotations for Robot Turns 
A two-wheeled differential robot can turn in one of two ways, namely:  
1. Spin turn, where both wheels move with the same speed but move in opposite 
directions (i.e. one wheel moves with a velocity that is the negative of the other wheel) 
2. Swing turn, where one wheel moves while the other remains stationary OR one wheel 
moves faster than the other thereby creating an arc. 
The number of times each wheel must rotate during the turn can be calculated using 
the formula below where r is the radius of the wheel: 
Rotations=path length(l)2π*r 
Where path length = (distance between two wheels/2) * (robot turn angle) for a spin 
turn. 
Example: 
A two-wheeled differential robot has wheels with a radius of 14 cm. The distance 
between the wheels is 28 cm. If the robot makes a 90-degree turn, how many rotations 
does each wheel need to make for a spin turn? 
Path Length= d×θ2=0.28×22=0.2199m,where,d=distance between two 
wheels=28cm=0.28mθ=turn angle in radians=90°=2radians 
Rotations=path length(l)2π*r=0.21992π×0.14=0.25 rotations 
In simpler terms, the rotations for a spin turn can be calculated as  
Rotations=360Rr=903600.140.14=0.25 rotationswhere, θ is the turn angle in degrees, 
R is half the distance between the two wheels and r is the radius of the wheel 
Each wheel must rotate with 0.25 rotations with the same speed but in opposite 
directions to make a 90-degree spin turn. How will the robot move if both wheels are 
given the same speed and direction as well as the same number of rotations as 
calculated above? 
Converting RPM to Linear Speed"
Explain key concepts from Robotics (robotics.pdf) - Page 184,"What is RPM? 
RPM means Revolutions Per Minute. It shows how many times a wheel or motor 
rotates in one minute. Robots often have motors rated in RPM, and this can be used to 
find how fast a wheel moves forward. 
Formula for Linear Speed: 
The speed of a robot’s wheel in metres per second (m/s) can be calculated using: 
v=RPM×2π×r60, where r= radius of the wheel, v=linear speed in m/s 
Example: 
A robot wheel with a 60 cm diameter turns at a rate of 50 RPM. Calculate the wheel’s 
linear speed in m/s 
Solution: 
Radius (r) = diameter/2 = 60/2 = 30cm = 0.3m 
Linear speed (v)=50×2π×0.360=30π60≈1.57m/s 
Why is this Useful? 
Understanding this helps to: 
• Calculate how fast a robot can move. 
• Decide which motor is best for a robot. 
• Control a robot’s speed during specific tasks. 
Activity 7. 
A robot with a wheelbase ( 𝑑) of 1.5 metres is makes a 45 -degree turn with a turn radius 
(𝑟) of 1 metre. Find the radii of the inner wheel and the outer wheel and well as the path 
length each wheel needs to travel to complete the turn.  
 
Trajectory in Mechanics 
A trajectory is the path that an object follows as it moves through space over time. For 
example, when a robot moves, it may follow a straight path, a curved path, or a mix of 
both. In robotics, planning a trajectory means deciding how the robot will move to 
complete its task. 
Important Concepts 
1. Position: Where the robot is at any moment. 
2. Velocity: How fast and in what direction the robot is moving. 
3. Acceleration: The rate of change of velocity along the path. 
Types of Trajectories 
1.  Linear Trajectory (Straight Path) 
Robots sometimes move in straight lines. The distance they travel can be found 
using this formula: 
Distance d=v*t, where v=velocity in m/s and t=time taken in seconds 
Example:  
Consider a robot moving in a straight line for 15 seconds with a constant velocity of 
5m/s. Calculate the distance covered. 
Solution: 
Distance d=v*t, where v=5m/s and t=15sd=5*15=75m"
Explain key concepts from Robotics (robotics.pdf) - Page 185,"2. Circular Trajectory (Circular Path) 
Robots sometimes turn or follow a circular path. This involves: 
a. Angular Velocity (ω): How fast the robot is turning. 
ω=t, where  θ=angle of the turn in radians, t=time taken in seconds 
b. Linear Velocity (v): How fast the robot moves along the circle. 
v =r*ω, where r=wheel radius in metres, ω=angular velocity in rad/s 
Example scenario 1:  
A robot needs to move from point A to point B in a straight line, then make a 90-degree 
turn, and proceed to point C. 
a. Calculate the velocity required to cover the 20-metre distance from point A to B 
in 4 seconds. 
b. Calculate the velocity of turning 90 degrees at B if it takes 4 seconds to complete 
the turn with radius of 2 metres. 
c. Calculate the distance from B to C if the robot will need to travel in a straight line 
for 4 seconds with a constant velocity of 2.5 m/s to complete it. 
Solution: 
a. Since the distance from A to B is a straight line, the linear velocity will be 
calculated as:  
v=distancetime=20m4s=5m/s 
b. Since the robot turns, the velocity to be calculated is the angular velocity. The 
turn is 90 degrees, which is π/2 radiansradians, and it takes 4 seconds to 
complete. 
=t=2radians4s=8rad/s 
c. Since the movement from B to C is a linear trajectory, the distance can be 
calculated as: 
d=v*t=2.5m/s *4s=10m 
These calculations help youus to: 
a. Predict Future Positions of the Robot: The robot's future position can be 
estimated by using its current speed and the direction it is moving in. For example, if 
a robot moves in a straight line at a speed of 2 metres per second, you can calculate 
how far it will be in 5 seconds. 
b. Control the Robot’s Movement: Robots can avoid obstacles and follow paths by 
adjusting their speed. For example, if a robot is about to hit a wall, its speed can be 
reduced, or it can turn to avoid the wall. 
c. Plan the Robot’s Path: A robot can calculate the best path to reach a target. It 
looks at its own movements and the space around it. For example, if there is an 
obstacle in its way, the robot can choose a different route that avoids the obstacle 
but still gets to the target. 
d. Perform Precise Tasks: Robots are used for jobs where accuracy is important, like 
placing items in exact positions. For example, a robot in a factory may need to pick 
up boxes and arrange them neatly on a shelf. 
3. Polynomial Trajectory : This is a smooth movement described by polynomial 
equations. It allows a robot to move gently between two points. For example, if a robotic"
Explain key concepts from Robotics (robotics.pdf) - Page 186,"arm needs to pick up a ball and place it in a box, it may use a polynomial path to avoid 
knocking into anything. 
4. Other Types of Trajectories: 
a. Elliptical Trajectory : This path looks like an oval. It is useful for objects or 
robots that need to move in circular patterns. For example, a toy car moving 
around a playground in a loop could follow an elliptical trajectory. 
b. Spline Trajectory : This path is smooth and flexible, often used when robots 
need to make very precise movements. For example, in a workshop, a machine 
may cut wood along a smooth, curved line using this type of path. 
In summary you have examinedIn all, we have discussed 5 types of trajectories or paths, 
namely: Linear, circular, polynomial, elliptical and spline trajectories. Robots need these 
different types of paths for different jobs. By planning carefully, they can avoid obstacles, 
follow smooth routes, and complete tasks quickly and accurately. 
 
Activity 7.1: Planning and Understanding Robot Movements 
Organise yourselves into smallYour teacher will put you in groups of 3 -5 persons. Your 
will need a long tape measure for this activity. and provide you with materials for this 
activity. 
In your group, use the tape measure provided by your teacher to measure the length and 
width of your classroom and note it.  
1. Calculate how fast a two -wheeled differential robot has to move from one end of the 
classroom to the other in 20 seconds if it is to move in a straight line.  
2. If the robot is to make a 90-degree turn to prevent it from hitting a wall, state what type 
of velocity you would have to calculate for the robot and calculate how fast the robot will 
have to move to make the turn in 5 seconds 
3. Calculate how much time it will take the robot to move across the width of the class 
room if it moves at 10m/s. 
4. Present your findings to the class and explain why you used the formulas you chose 
for the respective velocities you found. 
 
Activity 7.2: Understanding Instantaneous and average motion 
In the same groups from Activity 7.1, explain in your own words the difference between 
average and instantaneous motion. 
Imagine a sprinter running a 60 -metre race. She starts very quickly, slows down in the 
middle, and then speeds up again at the end. At different times, her speeds are: 
a. At 2 seconds: 4 m/s 
b. At 4 seconds: 3 m/s 
c. At 6 seconds: 5 m/s 
What is her average speed for the whole race?  
What was her instantaneous speed at 4 seconds? 
Plot the Motion on a Graph Sheet 
• On the horizontal axis (x-axis), write the time (seconds). 
• On the vertical axis (y-axis), write the speed (m/s). 
• Plot the speeds at 2 seconds, 4 seconds, and 6 seconds."
Explain key concepts from Robotics (robotics.pdf) - Page 187,"Measure Your Robot’s Motion: Build and program a two -wheeled robot to move 
forward with some speed 
• Use a stopwatch and measure how far the robot can move in 10 seconds. 
• Write down the time and distance, anddistance and calculate the average speed. 
• Put light obstacles at different positions in the robot’s path to slow the robot down 
occasionally. Record the speed at specific points (like at 3 seconds, 6 seconds, 
and 9 seconds). Write these as your instantaneous speeds. 
• In your group, discuss the following and present your findings to the class: 
• What do you notice about how speed changes over time? 
• How is average motion different from instantaneous motion in the 
sprinter’s story and your robot’s activity? 
 
PERFORMING BASIC CALCULATIONS INVOLVING VELOCITY AND TRAJECTORY 
MOTIONS AND APPLYING TRAJECTORY CALCULATION TO ROBOT NAVIGATIONS 
This section will help you learn how to calculate and understand velocity and trajectory. 
These ideas are important for predicting and controlling how robots move and can be 
used in real-life activities, like guiding a robot to follow a path. 
Analysing Velocity and Trajectory 
Direction of Velocity: The direction of velocity at any moment shows where an object is 
going. Velocity is a quantity that has both size (speed) and direction. At any given time, 
the direction of velocity is tangent to the object’s path, meaning it points along the curve 
or straight line the object is following at that moment. 
For example, imagine a car driving around a bend. At every point on the bend, the car's 
velocity points in the exact direction it is moving at that time – this direction is along the 
curve of the road.  
You can also think of what happens when one throws a stone in a curved path through 
the air. At any moment, the direction of velocity is along the path the stone is following. 
This is why a stone curves smoothly through the air. 
This understanding helps in robotics when designing paths for robots, as knowing the 
direction of velocity allows the robot to move smoothly along its intended trajectory. 
Direction of Acceleration:  Acceleration describes how quickly something changes its 
speed. It is not just about speeding up; it can also involve slowing down or changing 
direction. It is a vector quantity, which means it has both size (how much change) and 
direction (where the change is happening). It represents the rate of change in velocity. 
1. Acceleration in the Same Direction as Velocity 
When something is going faster, it is said to be accelerating in the same direction as its 
velocity. For example, if a bicycle is pedalled faster down a hill, the acceleration is in the 
same direction as the movement of the bicycle. 
2. Acceleration in the Opposite Direction as Velocity 
When something is slowing down, it is said to be accelerating in the opposite direction to 
its velocity. This is often called deceleration. For instance, when a car is stopping at a 
traffic light, it is slowing down, so the acceleration is opposite to its direction of travel. 
3. Acceleration Perpendicular to Speed"
