question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 11,"10
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
connection. So, if you saved your poster file in the cloud at school, you could easily 
open it at home without having to move the file physically. Devices like a modem and 
router can help you set up internet access at home.
Internal hardware devices or components:  They are any hardware that is located 
inside the computer. Examples include: CPU: (Central Processing Unit), internal hard disk 
drive, ROM (Read Only Memory), and RAM (Random Access Memory).
Figure 1.5: Examples of internal hardware
A brief description of the functions of some of the main internal hardware 
items
Motherboard is a large circuit board that holds and connects all the essential 
components of a computer, allowing them to work together, as well as adding other 
basic Input/Output ports for connecting peripherals (e.g. USB ports).
CPU (Central Processing Unit or processor)  is the ‘brain’ of the computer where 
all the processing such as executing program instructions is done.
RAM (Random Access Memory)  is the internal working memory of a computer 
where the programs and data that it’s currently using are stored.
NIC (Network Interface Card) is the hardware that enables a computer to connect 
to a network. A computer network is two or more computers connected via wires or 
wirelessly. NICs exist to support various networking technologies such as Ethernet, 
Wi-Fi, Bluetooth, and cellular connectivity. Most motherboards come with an Ethernet 
port built-in, but wireless connectivity usually requires a dedicated NIC.
A sound card  is hardware that is responsible for handling sound received via a 
microphone and for producing sound on a computer that can be heard through 
speakers. Motherboards almost always have built-in sound processing, but dedicated 
sound cards can be added to provide better sound quality if needed.
GPU (Graphics Processing Unit) is the hardware which is responsible for displaying 
images, videos, and animations on a computer screen/monitor. Many CPUs have"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 12,"11
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
integrated GPUs which output through the motherboard. Dedicated GPUs (a.k.a. 
graphics cards/video cards) are used when the CPU doesn’t have an integrated GPU or 
if better performance is needed, e.g. for graphically demanding video games.
Figure 1.6: Motherboards – empty and with components
All these items would be considered processing hardware. That is, they are responsible 
for the processing of data within the computer system.
A multimedia document is a document with two or more types of media, including 
text, images, video, animation, or sound. If you are creating a multimedia document 
such as a poster or a slideshow, then:
• the CPU would run the required program (such as Word or PowerPoint).
• RAM would store the Word or PowerPoint program as it is running and your  
 work.
• a NIC would enable you to save your work on network storage.
• a sound card would enable you to hear audio output from your slideshow.
• a graphics card would enable video and graphics on your screen/monitor.
Putting it all together
As explained above, the motherboard connects the various types of hardware to make 
a computer system. The block diagram in Figure 1.7 shows how data flows between the 
main hardware components.
Secondary 
Storage
Memory
(RAM/ ROM)
INPUT
DEVICES
PROCESSING
(CPU)
OUTPUT
DEVICES
 Figure 1.7: Block diagram of a computer system"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 13,"12
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Activity 1.3
In your group, match the images of hardware on the left to the descriptions on 
the right of Table 1.2.
This device is for inputting text into a 
computer and controlling it with commands.
This device is a convenient way to transfer 
files between computers.
This device outputs visual data which you can 
see directly using your eyes.
This device connects all the computer’s 
hardware together.’
This device is the brain of the computer.
This device generates and outputs visual data, 
but not in a way you can see directly.
Table 1.2"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 14,"13
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
COMPUTER SOFTWARE BASICS
Computers do only what they are instructed to do. Computer programs or software 
provides these instructions.
Software is a set of instructions that tell a computer what to do or how to perform a 
specific task. Like hardware, there are categories of software, with the most important 
two being system software and application software.
System Software
These are computer programs designed to run a computer’s hardware and application 
software and make the computer system available for use. System software can be 
further broken down into three main categories  – Operating systems, device drivers, 
utility software.
Operating system: system software that manages your application software and how 
your hardware devices work together. It lies between the applications software and the 
computer hardware. Examples are operating systems are:
• Desktop/laptop OS examples: Windows, macOS, and Linux
• Smartphone OS examples: Android and iOS
User
Applications
Operating 
System
Hardware
 Figure 1.8: The OS links the application/user to the hardware
Figure 1.8 shows the relationship between the user, application software, operating 
systems, and the hardware.
The main functions of an Operating System
1. Booting the computer.
2. Managing the computer’s resources (CPU, Memory, storage devices and printers)
3. Managing files.
4. Handling input and output operations.
5. Executing and proving services for application software
6. Providing a user interface (i.e. a way for the user to interact with the computer)."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 15,"14
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Figure 1.9: The logos of some popular operating systems
Device Drivers:  A device driver is a program designed to control a particular 
hardware device that is attached to a computer. The main purpose of the device driver 
is to serve as a translator between the hardware device and the operating system or 
application software that uses it. It helps the computer to communicate with the 
device by translating the operating system’s instructions into a language that a device 
understands to perform its task.
Examples: Printer driver, display driver, USB driver, sound card driver, motherboard 
driver and scanner driver. Many of these drivers come with the OS, especially for 
common devices like USB keyboards.
Utility Software:  Is a program that helps setup, analyse, configure, improve, and 
maintain a computer system. Utility software provides additional functionality to your 
operating system. They are used to support, enhance, or expand existing programs in 
the computer system. Examples of utility programs include:
• Disk cleanup tools (for utilising the computer’s storage more efficiently)
• Data backup programs (for creating copies of files, to protect against loss or 
damage)
Antivirus programs (for protecting your computer from viruses, i.e. malicious software)
Application software (Productivity software or End User Programs): These are 
programs designed to perform a specific task other than one relating to the operation 
of the computer/device itself. Often, the task is to meet the specific needs of a user. 
Different users will have different needs, and therefore use different applications, even 
if they all have the same hardware and operating system. One user may be interested in 
entertainment, so they run game applications. Another might be interested in personal 
productivity software. Personal productivity software helps you to do things that you’d 
otherwise have to do manually. Personal productivity software includes such tools as 
word processors, spreadsheets software, presentation software, and graphic design 
software."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 16,"15
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Application software is software designed to help a user solve specific problems 
(personal or business) or perform specific tasks (again, personal or business). [note for 
designers put a textbox around this definition]
SOFTWARE
SYSTEM SOFTWARE APPLICATION SOFTWARE
(Productivity software)
Operating system Utility software
Language translator
Personal productivity 
software
Business 
productivity software
Word
 processor
Spreadsheet
software
Database
software
Presentation 
software
Graphic & 
Multimedia
Activity 1.4
Individually, write down how you would define ‘computer,’ ‘hardware,’ and 
‘software.’ Share your definitions with your group and collectively agree on one 
definition for each of the concepts. Then, share your definitions with the class.
Activity 1.5
In this activity we have a jumbled list of hardware and software components in 
the box at the left-hand side of Figure 1.10. Also, on the right-hand side are two 
circles, one labelled, HARDWARE and the other SOFTWARE. In your group, 
identify whether a component listed inside the box at left-hand side is a hardware 
or software component of a computer, and map it to the appropriate circle where 
it belongs by drawing a line with an arrow."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 17,"16
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Keyboard
Windows 10
Mouse
Monitor
Ms Excel
Ms PowerPoint
OS
Anti-virus
Browser
Mother board
CPU
Hard disk
Media player
Backup utility
Memory
Database system
SOFTWARE
HARDWARE
Figure 1.10
Activity 1.6
In your group, explain the difference between hardware and software. Can you 
think of any good analogies?
Activity 1.7
For the previously identified uses of computers you narrowed down as a class 
for Activity 1.2, pick at least one and discuss in your groups what software and 
hardware is needed for them. Make sure you think of at least one thing for each 
of the following: application software, input device, output device, and secondary 
storage device. Feed back to the class about at least one of the uses.
Activity 1.8
Play hangman in your groups, taking turns to select a hardware or software 
related word for the others to guess."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 18,"17
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Extended Reading
• Page, A., Karl, H., Levine, D., & Lincoln, H. (2020). Computing. OUP: Oxford Hardware 
and Software (Chapter 2, page 60)
• Title With Picture Layout (tiu.edu.iq) Basic computer hardware of software
• Computer Science Basics: Hardware and Software (youtube.com)
WHAT IS WORD PROCESSING?
Word processing is the use of a program called a word processor, running on a computer, 
that allows users to create, edit, format, and store primarily text-based documents.
Microsoft (MS) Word is the most used word processor, but other word processors exist 
such as Pages and Google Docs. All the instructions and screenshots in this manual 
are for MS Word. Your word processor might look different to the screenshots, and 
that’s OK! You might have a different version of MS Word, or be using a different word 
processor, or even be using a smartphone instead of a desktop computer. Most word 
processors will have similar features and follow similar steps, but you might have to 
spend a bit more time trying to find them. Thankfully, try finding and using the ‘Help’ 
option in your word processor if you get stuck!
PARTS OF THE MICROSOFT WORD WINDOW
Being familiar with the names and various parts of Word window and their function(s) 
is very useful and will be necessary for you to know when following the instructions 
in this manual.
Figure 1.11"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 19,"18
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
The Ribbon
The ribbon is a command bar at the top of the window in Office programs such as 
Word. Ribbons are designed to help the user to quickly find the commands they need 
to complete a task. The ribbon organises a program’s features into a series of tabs at the 
top of the screen and these tabs are composed of groups of commands with a common 
purpose.
The Home tab  is considered as the default tab since the tools of the home tab are 
displayed on the ribbon upon launching the word application. The home tab has five 
main groups or views which includes, Clipboard, Font, Paragraph, Styles and Editing. 
Each of the views have different tools which are used in document creation. The image 
below shows the home tab.
Figure 1.12
The second group in this ribbon under the Home tab is Font as shown in Figure 1.12.
NOTE: the ‘Office button’ or ‘Application button’ in the top left of the window is often 
replaced with a tab called ‘File’ in many versions of MS Word. In the following guidance 
we will refer to it as ‘File’ for the sake of brevity.
Now that you are familiar with the parts of the Word window, let us look at how 
to create and save a new document. Follow the following steps: [pop up]
How to create and save a new document
Steps:
1. Start Microsoft Word.
2. Click Blank document. (A new blank document appears)
3. Click the File tab
4. Click on the Save As command (or Save a Copy if using Word 365). Sometimes, 
you are required to choose a location such as Desktop or browse for any other 
locations.
5. Make the necessary changes in the Save As dialogue box (you may need to pick 
a new file name: choose one which is appropriate for the document or use the 
auto-filled name if you’re just practicing).
6. Click Save.
7. Type in your text. The text you type will be inserted into the document.
8. Click on Save, or use the keyboard shortcut Ctrl  + S , regularly to update the 
current content of the last stored file."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 20,"19
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
9. Click on the X in the top right-hand corner of the Word window or select File > 
Close (i.e. click the File tab, then select the Close option). You may be prompted 
to save again at this point.
Use File > New  when starting a new blank document from within Word. Use Save 
As when saving a document for the first time. It is good practice to save the blank 
document using an appropriate file name and folder before you start entering text.
Activity 1.9
Instructions:
In this activity, you are going to create your first new blank document, type in 
some information, save it and finally exit the word application. Follow the steps 
below to practice.
Steps:
Step 1
Launch or start Microsoft office Word application
Step 2
Click Blank document. (A new blank document appears)
Step 3
Click the File tab
Step 4
Click on Save As command (or Save a Copy if using Word 365)
Step 5
Type the word file1 in the Save As dialogue box
Step 6
Click Save
Step 7
Type in some text. This could be text your teacher tells you to enter, or you 
could come up with on your own. If you’re not sure what to write, why not 
try listing some of your favourite things and why you like them?
Step 8
Remember to save your work as you go!
Step 9
Click on the X in the top right-hand corner of the Word window or select 
File > Close. You may be prompted to save again at this point.
Take note of this additional information while typing;"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 21,"20
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Text entry conventions
• Press Enter to indicate the end of a paragraph, not the end of a line.
• Many word processor users choose not to indent paragraphs and 
insert an extra line instead. In this case press Enter twice to move on 
to a new paragraph.
• Traditionally the rule was two spaces after a full stop and one after 
a co mma. Nowadays, it is more common for word processor users 
to have just one space after both a comma and a full stop.
The above activity may be repeated several times using different text. This 
will build up a set of files for you to use for the editing tasks that follow.
HOW TO OPEN AN EXISTING DOCUMENT FOR EDITING
Steps:
1. Click on the File Explorer icon. [ 
 ]
2. Go to the folder location where your file is stored.
3. Open the document you wish to edit by double-clicking on it.
From within Word, the steps would be:
1. Click the File tab.
2. Click Open. The Open screen appears, select/browse a location, and select the 
file you want to open.
How to Print a Document
Steps:
1. Select File > Print.
Figure 1.13
2. To preview each page, select the forward and backward arrows at the bottom of 
the page.
If the text is too small to read, enlarge using the zoom slider at the bottom of 
the page.
3. Choose the number of copies, and other options you want."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 22,"21
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Check that the correct printer is selected and online.
Printer properties will give you additional options including colour.
Select the Print button.
Figure 1.14
NOTE: Is a printer connected to your computer? If there isn’t, you won’t be able to 
print your document!
Activity 1.10
In this activity, you will open a file you saved earlier, add some information to it, 
save the update, and print out your document.
Follow the steps below:
Steps:
Step 1
Click on the File Explorer icon."
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 23,"22
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Step 2
Go to the folder location where your file is stored. Let’s say you called it 
file1.
Step 3
Double-click on file1 to open it.
OR
From within Word, the steps would be:
1. Click the File tab.
2. Click Open. The Open screen appears, select/browse a location, and select the 
file you want to open (file1 in this case)
Step 4
Add your name and class to the end of the document.
Step 5
Ctrl + Save your updated document.
Step 6
Print out your document in black and white on a single side of A4 paper.
Basic Document Editing Guidance
Scenario
Rachael Opoku, a newly employed secretary of a company created her first memo 
for distribution to various offices within the company. After typing, she printed a 
draft-copy and showed it to her boss for verification. To her dismay, her boss was 
displeased since the document contains several spelling and grammatical errors. 
Also, some of the lines of text were in the wrong place within the document, 
making it difficult to understand its content.
What should the secretary do to the document to move the text to the right places, 
fix the spelling mistakes, and make it understandable? Don’t worry, by the end 
of this section, you will discover what Rachael needs to do, the tools needed, and 
how to use them!"
Explain key concepts from ICT_LM_FINAL_SECTION_1_LV - Page 24,"23
MULTIMEDIA TOOLS AND APPLICATIONSSECTION 1
Editing Documents
Editing is the act of making changes to the content or text of an existing word document.
Word offers many features or tools that help you edit text in a document. Some of these 
tools include C ut, Copy and Paste, Find and Replace, Delete , Undo and Redo. 
They can usually be found on the Home tab or some other quickly accessible place, 
depending on what version of MS Word you’re using. See if you can find them!
NOTE: Often, before you edit text, you may have to select it. Selecting text involves 
clicking and dragging the curser over the text to highlight it.
What do you know about these? [pop up]
Copy and Paste: duplicating the selected item. The selected item can be found in both 
original and the new, pasted locations. The keyboard shortcut for copy is Ctrl + C, and 
the shortcut for paste is Ctrl + V.
Cut and Paste: the same as copy and paste, except the highlighted text is deleted and 
only the new copy is kept. You can use this to quickly move text from one location to 
another. The keyboard shortcut for cut is Ctrl + X.
Find and Replace: is a function in Word which allows you to search for targeted text, 
characters and replace it with something else. The keyboard shortcut for find by itself 
is Ctrl + F, and the shortcut for replace is Ctrl + H.
D. How to Undo the Last Operation
1. Click the Undo button on the Quick Access Toolbar or press the key 
combination Ctrl + Z on the keyboard.
2. To undo multiple operations at once, click on the arrow next to the undo button 
and choose the desired action(s) you want undo from the drop-down button.
3. To redo an action, click the Redo button on the quick access toolbar or press 
Ctrl + Y key combination on the keyboard. You can also redo multiple actions.
Figure 1.15
E. How to Select Text in a Word Document
1. Select any amount of text: click and drag the cursor over the text to highlight 
it. Alternatively, you can click where you want the start of your selection to be, 
then hold the Shift key as you click where you want the end of the selection to 
be. Notice that your cursor changes from an arrow to something which looks 
like a capital ‘I’ when you hover over text."
